OBJECTID,pnd_id,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,reg_entiteit,reg_aard,reg_opnamedatum,reg_status,SHAPE_Length,SHAPE_Area
75779,35923,DE MANSTRAAT,78,,,D,Deurne,2100,volledig pand,woning,2022/10/19 00:00:00+00,opname,84.1364233501694,128.678558281164
75780,33479,SINT-JOBSTRAAT,22,,,A,Antwerpen,2060,volledig pand,woning,2021/05/21 00:00:00+00,opname,48.7432259638433,93.655116230247
75781,46543,GALGENWEELLAAN,28,,,A,Antwerpen,2050,1e verdieping,woning,2025/07/31 00:00:00+00,opname,103.718668948457,423.402413987237
75782,46544,GALGENWEELLAAN,28,,,A,Antwerpen,2050,2e verdieping,woning,2025/07/31 00:00:00+00,opname,103.718668948457,423.402413987237
75783,19931,DE MANSTRAAT,95,,,D,Deurne,2100,nvt,woning,2013/05/08 00:00:00+00,opname,41.7987171644205,100.015372730403
75784,32880,VUURKRUISLAAN,11,,201,W,Wilrijk,2610,2e verdieping,woning,2025/05/26 00:00:00+00,opname,81.5001871058012,317.290478610899
75785,51196,KAPELSTRAAT,143,,,H,Hoboken,2660,volledig pand,woning,2025/12/02 00:00:00+00,opname,102.310610115255,354.921690200684
75786,36031,AUGUST MICHIELSSTRAAT,8,,,A,Antwerpen,2000,volledig pand,gebouw,2022/12/02 00:00:00+00,opname,66.9082169384778,261.730690314544
75787,32698,VISPUTTENHOF,15,,,H,Hoboken,2660,volledig pand,woning,2020/11/03 00:00:00+00,opname,79.5811678883213,198.437496275691
75788,29892,LANGE KONGOSTRAAT,9,,,A,Antwerpen,2060,gezinswoning,woning,2020/07/13 00:00:00+00,opname,94.6705302031739,275.86137240494
75789,33921,JAN VAN RIJSWIJCKLAAN,272,,201,A,Antwerpen,2020,2de verdieping,woning,2021/07/27 00:00:00+00,aanvraagschrapping,79.7594881808726,372.660485001624
75790,29288,DE BISTHOVENLEI,70,,,D,Deurne,2100,ééngezinswoning,woning,2019/03/20 00:00:00+00,opname,44.4574290384351,70.7152096899844
75791,36844,SINT-PAULUSSTRAAT,38,,,A,Antwerpen,2000,volledig pand,gebouw,2023/10/16 00:00:00+00,opname,44.2442427938575,80.473513755598
75792,44947,GEMZENSTRAAT,30,1,,W,Wilrijk,2610,Gelijkvloers,woning,2025/10/30 00:00:00+00,opname,71.4996827881921,201.806512077672
75793,35304,GAGELVELDENSTRAAT,40,,,M,Merksem,2170,volledig pand,woning,2022/05/19 00:00:00+00,opname,97.9869944243572,239.67894833484
75794,46872,VALKENPUTSTRAAT,82,,,R,Berchem,2600,volledig pand,woning,2025/07/22 00:00:00+00,opname,82.8344998551879,215.374291960207
75795,38550,JAN VAN RIJSWIJCKLAAN,172,,13,A,Antwerpen,2020,A4/4.2,woning,2024/07/03 00:00:00+00,opname,88.6198505842149,526.236992231113
75796,32452,DRAAIBOOMSTRAAT,34,,,H,Hoboken,2660,duplex (glv+1ste verdieping),woning,2020/08/24 00:00:00+00,opname,80.2827567565127,236.797542209295
75797,32453,DRAAIBOOMSTRAAT,34,,,H,Hoboken,2660,2de verdieping,woning,2020/08/24 00:00:00+00,opname,80.2827567565127,236.797542209295
75798,28943,HERTSDEINSTRAAT,41,,,A,Antwerpen,2018,3e verdieping,woning,2018/06/27 00:00:00+00,aanvraagschrapping,30.7022499188162,54.0660209753351
75799,32368,SCHOENMARKT,20,,,A,Antwerpen,2000,handelshuis,gebouw,2020/07/29 00:00:00+00,opname,70.7967687346289,173.859705098034
75800,39874,VAN LISSUMSTRAAT,78,,,D,Deurne,2100,volledig pand,woning,2024/08/02 00:00:00+00,opname,79.3714424871413,173.613659040659
75801,35786,BREDABAAN,344,,,M,Merksem,2170,volledig pand,gebouw,2022/10/27 00:00:00+00,opname,64.5485629619664,150.846347817873
75802,39016,HESSENPLEIN,37,,,A,Antwerpen,2000,volledig pand,gebouw,2024/05/03 00:00:00+00,opname,66.3644599033407,227.929519869929
75803,30892,LANGE ELZENSTRAAT,85,,401,A,Antwerpen,2018,4e verdieping,woning,2025/02/19 00:00:00+00,opname,102.309159544118,381.021561683556
75804,6668,VESTINGSTRAAT,22,,,A,Antwerpen,2018,gebouw,gebouw,2019/08/20 00:00:00+00,opname,75.6089906263669,183.48504950715
75805,34284,OUDEBAREELLEI,24,,,M,Merksem,2170,gelijkvloers,gebouw,2021/11/08 00:00:00+00,opname,96.7472142103166,259.856372798505
75806,34256,SINT-ELISABETHSTRAAT,19,,,A,Antwerpen,2060,gelijkvloers,gebouw,2021/10/25 00:00:00+00,opname,71.9289584913651,153.815406858736
75807,32306,VAN STRALENSTRAAT,12,,,A,Antwerpen,2060,gelijkvloers,gebouw,2020/07/07 00:00:00+00,opname,61.6373034317222,132.859694689511
75808,36249,DELFTSTRAAT,25,,,T,Borgerhout,2140,volledig pand,woning,2023/08/23 00:00:00+00,aanvraagschrapping,40.9098966912665,78.7037562433324
75809,26685,BREDABAAN,443,,,M,Merksem,2170,nvt,gebouw,2016/11/30 00:00:00+00,opname,54.0942809934584,105.912058978135
75810,36658,BOTERLAARBAAN,497,,,D,Deurne,2100,volledig pand,woning,2023/09/13 00:00:00+00,opname,93.2118921148521,524.527589109828
75811,32707,ANTWERPSESTEENWEG,89,91,,H,Hoboken,2660,gelijkvloers,gebouw,2021/02/08 00:00:00+00,opname,74.8597320857406,211.090889235274
75812,35676,BAKKERSTRAAT,15,17,,T,Borgerhout,2140,volledig pand,woning,2022/08/16 00:00:00+00,opname,55.0178191587258,174.931858641318
75813,6906,LENINGSTRAAT,24,,,T,Borgerhout,2140,nvt,woning,2017/01/19 00:00:00+00,opname,37.4596058584084,67.2581125856003
75814,39388,SOLFTPLAATS,6,,,Z,Bezali,2040,volledig pand,gebouw,2024/07/03 00:00:00+00,opname,60.0202941943044,174.052566226811
75815,35391,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,1ste verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151
75816,35392,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,2de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151
75817,35393,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,3de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151
75818,35394,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,4de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151
75819,35395,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,5de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151
75820,35396,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,6de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151
75821,35397,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,7de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151
75822,37941,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,gelijkvloers,gebouw,2024/01/22 00:00:00+00,opname,82.2545270461206,293.392465829151
75823,41997,SAMBERSTRAAT,2,,,A,Antwerpen,2060,Huis,woning,2025/03/06 00:00:00+00,opname,35.5492981352484,63.8932930024286
75824,33077,SORBENLAAN,41,,,W,Wilrijk,2610,gelijkvloers + 1ste verdieping,gebouw,2021/02/15 00:00:00+00,opname,115.709190814793,517.04386902916
75825,27746,TEN EEKHOVELEI,194,,,D,Deurne,2100,nvt,woning,2017/09/25 00:00:00+00,opname,62.5906419286941,97.3337694198582
75826,25644,MARINISSTRAAT,2,,,T,Borgerhout,2140,2de verdieping,woning,2016/03/23 00:00:00+00,aanvraagschrapping,47.6994208672989,117.140208372961
75827,25645,MARINISSTRAAT,2,,,T,Borgerhout,2140,3de en 4de verdiep,woning,2016/03/23 00:00:00+00,aanvraagschrapping,47.6994208672989,117.140208372961
75828,51280,VIJFHOEKSTRAAT,33,,,R,Berchem,2600,volledig pand,woning,2026/01/13 00:00:00+00,kennisgeving,31.4820684810765,54.6578735280949
75829,52671,BEATRIJSLAAN,4,,1501,A,Antwerpen,2050,A14/B,woning,2026/01/29 00:00:00+00,kennisgeving,270.877375768198,2604.88178435786
75830,39124,JAAK COVELIERSSTRAAT,23,,,M,Merksem,2170,volledig pand,woning,2024/05/21 00:00:00+00,opname,79.355967793962,188.289749615795
75831,36762,TER HEYDELAAN,101,,,D,Deurne,2100,volledig pand,woning,2023/09/21 00:00:00+00,opname,79.9366875741481,175.794733961071
75832,38698,BELEGSTRAAT,35,,,A,Antwerpen,2018,gelijkvloers,gebouw,2024/04/26 00:00:00+00,opname,34.2338023691915,60.4776655775802
75833,48555,BACCHUSLAAN,21,,,R,Berchem,2600,1e verdieping,woning,2025/10/30 00:00:00+00,opname,94.3076951274572,248.034041975486
75834,49878,BACCHUSLAAN,21,,,R,Berchem,2600,2e verdieping,woning,2025/10/30 00:00:00+00,opname,94.3076951274572,248.034041975486
75835,33648,WOLFSTRAAT,18,,,A,Antwerpen,2018,volledig pand,woning,2021/08/16 00:00:00+00,opname,64.0419278503727,143.076878097427
75836,39118,FALCONPLEIN,36,,,A,Antwerpen,2000,gelijkvloers+tussenverdieping,gebouw,2024/05/14 00:00:00+00,opname,35.6229501877852,64.3930964868577
75837,34413,BREDABAAN,308,,,M,Merksem,2170,volledig pand.,gebouw,2021/12/01 00:00:00+00,opname,40.7033757812511,58.7911705680112
75838,34435,PRINS LEOPOLDSTRAAT,77,79,,T,Borgerhout,2140,gelijkvloers,gebouw,2021/12/06 00:00:00+00,opname,44.1038578647969,99.7489848702606
75839,35862,PRINS LEOPOLDSTRAAT,79,201,,T,Borgerhout,2140,2e verdieping,woning,2022/09/21 00:00:00+00,opname,44.1038578647969,99.7489848702606
75840,37949,GEMEENTESTRAAT,5,,,A,Antwerpen,2060,volledig pand,gebouw,2024/01/24 00:00:00+00,opname,40.3620257829368,86.2404314618647
75841,23528,TURNHOUTSEBAAN,88,,,D,Deurne,2100,Handelsgelijkvloers,gebouw,2015/08/20 00:00:00+00,opname,42.8427574968479,99.0603054294038
75842,30761,BREDABAAN,425,,,M,Merksem,2170,gelijkvloers links,gebouw,2019/11/04 00:00:00+00,opname,65.1968897032683,216.498958868436
75843,31272,BREDABAAN,425,,,M,Merksem,2170,gelijkvloers rechts,gebouw,2019/11/04 00:00:00+00,opname,65.1968897032683,216.498958868436
75844,31273,BREDABAAN,425,,,M,Merksem,2170,achterliggend magazijn,gebouw,2019/11/04 00:00:00+00,opname,65.1968897032683,216.498958868436
75845,39125,JAAK COVELIERSSTRAAT,36,,,M,Merksem,2170,volledig pand,woning,2024/05/21 00:00:00+00,opname,71.8138301318771,184.021892271317
75846,37337,LANGE SCHOLIERSSTRAAT,114,,,A,Antwerpen,2060,volledig pand,woning,2023/12/01 00:00:00+00,opname,31.1034072282425,48.008261039367
75847,36739,VAN KERCKHOVENSTRAAT,45,,,A,Antwerpen,2060,gelijkvloers,gebouw,2023/08/25 00:00:00+00,aanvraagschrapping,48.8876485012898,83.2297199030833
75848,30303,OMMEGANCKSTRAAT,2,,,A,Antwerpen,2018,gelijkvloers gebouw,gebouw,2019/05/13 00:00:00+00,opname,40.1178421551973,63.6946969255845
75849,30304,OMMEGANCKSTRAAT,2,,,A,Antwerpen,2018,woning,woning,2019/05/13 00:00:00+00,opname,40.1178421551973,63.6946969255845
75850,46306,CRUYSLEI,35,1,,T,Borgerhout,2140,gelijkvloers,gebouw,2025/06/13 00:00:00+00,opname,48.3690081630303,119.906689464197
75851,46307,CRUYSLEI,35,101,,T,Borgerhout,2140,1ste verdieping,woning,2025/06/13 00:00:00+00,opname,48.3690081630303,119.906689464197
75852,46308,CRUYSLEI,35,201,,T,Borgerhout,2140,2de verdieping,woning,2025/06/13 00:00:00+00,opname,48.3690081630303,119.906689464197
75853,46309,CRUYSLEI,35,301,,T,Borgerhout,2140,3de verdieping,woning,2025/06/13 00:00:00+00,opname,48.3690081630303,119.906689464197
75854,18860,GROTE MARKT,44,,,A,Antwerpen,2000,gelijkvloers,gebouw,2024/01/30 00:00:00+00,opname,56.4434847486979,119.205044753776
75855,38048,GROTE MARKT,44,,,A,Antwerpen,2000,woning 1,woning,2024/01/30 00:00:00+00,opname,56.4434847486979,119.205044753776
75856,38049,GROTE MARKT,44,,,A,Antwerpen,2000,woning 2,woning,2024/01/30 00:00:00+00,opname,56.4434847486979,119.205044753776
75857,38050,GROTE MARKT,44,,,A,Antwerpen,2000,woning 3,woning,2024/01/30 00:00:00+00,opname,56.4434847486979,119.205044753776
75858,38317,BERKENRODELEI,5,,,H,Hoboken,2660,volledig pand,woning,2025/02/20 00:00:00+00,opname,60.9213741263892,146.642668565032
75859,35303,GAGELVELDENSTRAAT,38,,,M,Merksem,2170,volledig pand,woning,2022/05/19 00:00:00+00,opname,98.3951764079726,243.492192994369
75860,33974,SCHOOLSTRAAT,53,,,A,Antwerpen,2060,woning 1,woning,2021/08/20 00:00:00+00,aanvraagschrapping,86.587548558895,217.640281039306
75861,46366,MARKGRAVELEI,112,,,A,Antwerpen,2018,volledig pand,woning,2025/07/22 00:00:00+00,opname,40.7062103795609,86.2266084007379
75862,35133,VIIDE-OLYMPIADELAAN,135,,,A,Antwerpen,2020,gelijkvloers,gebouw,2022/04/01 00:00:00+00,opname,59.2651528950513,226.298661120302
75863,39993,JAN VAN RIJSWIJCKLAAN,31,,,A,Antwerpen,2018,5de verdieping,woning,2024/08/08 00:00:00+00,opname,78.7453972457917,268.9320885378
75864,28616,BREDABAAN,530,,,M,Merksem,2170,handelsgelijkvloers,gebouw,2018/04/26 00:00:00+00,aanvraagschrapping,94.3938808075487,213.494039921451
75865,40786,CORNEEL SMITSLEI,17,,2,K,Borsbeek,2150,A2/S2 ?,woning,2020/01/29 00:00:00+00,aanvraagschrapping,84.3599556158902,367.946253513207
75866,40833,DE ROBIANOSTRAAT,102,,,K,Borsbeek,2150,gelijkvloers,gebouw,2021/03/19 00:00:00+00,opname,49.2751422322747,151.988611684616
75867,40828,FRANS BEIRENSLAAN,281,,,K,Borsbeek,2150,volledig pand,woning,2021/02/20 00:00:00+00,opname,116.017560627268,301.885178265931
75868,40800,DE ROBIANOSTRAAT,16,,,K,Borsbeek,2150,volledig pand,woning,2024/04/05 00:00:00+00,opname,64.1047850259785,200.510258334299
75869,35590,VENUSSTRAAT,17,,28,A,Antwerpen,2000,3e verdieping rechts/28,woning,2024/02/19 00:00:00+00,opname,201.474856836754,2289.91712403434
75870,40827,FRANS BEIRENSLAAN,75,,,K,Borsbeek,2150,volledig pand,woning,2024/04/29 00:00:00+00,opname,89.9685705803646,203.350464474854
75871,40832,FRANS BEIRENSLAAN,94,,,K,Borsbeek,2150,volledig pand,gebouw,2021/02/22 00:00:00+00,aanvraagschrapping,89.9685705803646,203.350464474854
75872,28995,MINDERBROEDERSRUI,9,,,A,Antwerpen,2000,handelsgelijkvloers rechts,gebouw,2018/07/06 00:00:00+00,opname,99.7590573266532,614.398738101286
75873,47029,GROENENDAALLAAN,122,101,,M,Merksem,2170,1E VERDIEPING,woning,2026/01/29 00:00:00+00,kennisgeving,92.8365075108313,240.103194399608
75874,30730,TERLINDENHOFSTRAAT,56,,,M,Merksem,2170,eengezinswoning,woning,2019/07/18 00:00:00+00,opname,97.8872416766623,237.398715846461
75875,38413,BOSSTRAAT,18,,,Z,Bezali,2040,volledig pand,woning,2025/10/22 00:00:00+00,opname,72.1620505974914,307.400711137907
75876,48217,TORENBLOKSTRAAT,29,1,,W,Wilrijk,2610,gelijkvloers,woning,2025/09/09 00:00:00+00,opname,78.3645879102129,274.408712040265
75877,48218,TORENBLOKSTRAAT,29,2,,W,Wilrijk,2610,1ste verdieping,woning,2025/09/09 00:00:00+00,opname,78.3645879102129,274.408712040265
75878,48219,TORENBLOKSTRAAT,29,3,,W,Wilrijk,2610,2de verdieping,woning,2025/09/09 00:00:00+00,opname,78.3645879102129,274.408712040265
75879,33413,JOZEF DE BOMSTRAAT,27,,,A,Antwerpen,2018,volledig pand,woning,2021/05/03 00:00:00+00,opname,43.0804441147011,85.1768582241294
75880,34774,PAARDENMARKT,23,,,A,Antwerpen,2000,gelijkvloers,gebouw,2022/02/17 00:00:00+00,aanvraagschrapping,44.6700774978153,94.2222340107816
75881,48186,STEENOVENSTRAAT,2,3,,Z,Bezali,2040,volledig pand,woning,2025/09/02 00:00:00+00,opname,142.54910071475,1041.89455170793
75882,43446,PALEISSTRAAT,63,,,A,Antwerpen,2018,kelderverdieping,woning,2025/04/17 00:00:00+00,opname,50.0852345563958,112.70008295507
75883,43447,PALEISSTRAAT,63,,1,A,Antwerpen,2018,gelijkvloers,woning,2025/04/17 00:00:00+00,opname,50.0852345563958,112.70008295507
75884,43448,PALEISSTRAAT,63,,2,A,Antwerpen,2018,1ste 3verdiep,woning,2025/04/17 00:00:00+00,opname,50.0852345563958,112.70008295507
75885,27810,SINT-PAULUSPLAATS,15,,,A,Antwerpen,2000,gebouw,gebouw,2018/11/26 00:00:00+00,opname,30.596427276462,56.9859795576936
75886,23917,VARENLAAN,31,,,W,Wilrijk,2610,Verdieping 1,woning,2015/11/24 00:00:00+00,opname,86.0581949841631,425.895862594544
75887,23918,VARENLAAN,31,,,W,Wilrijk,2610,Verdieping 2,woning,2015/11/24 00:00:00+00,opname,86.0581949841631,425.895862594544
