OBJECTID,pnd_id,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,reg_entiteit,reg_aard,reg_opnamedatum,reg_status,SHAPE_Length,SHAPE_Area
75016,46342,BORDINK,10,,,M,Merksem,2170,Volledig pand,woning,2025/10/30 00:00:00+00,opname,79.063187431529,220.301753490621
75017,44815,BOOMSESTEENWEG,467,,,W,Wilrijk,2610,Volledig pand,woning,2025/10/30 00:00:00+00,opname,73.4974699450006,220.309660993455
75018,38210,CADIXSTRAAT,1,,,A,Antwerpen,2000,HUIS,woning,2024/07/26 00:00:00+00,opname,41.8738613942476,83.7796303786935
75019,32716,ANSELMOSTRAAT,65,67,,A,Antwerpen,2018,gelijkvloers,gebouw,2020/10/22 00:00:00+00,opname,107.61143002638,520.037188174406
75020,32717,ANSELMOSTRAAT,65,67,,A,Antwerpen,2018,1ste verdieping achterkant,gebouw,2020/10/22 00:00:00+00,opname,107.61143002638,520.037188174406
75021,40455,SINT-WILLIBRORDUSSTRAAT,47,49,,A,Antwerpen,2060,volledig pand,gebouw,2024/11/12 00:00:00+00,opname,92.0576697099714,271.498414116316
75022,40822,FRANS BEIRENSLAAN,85,,,K,Borsbeek,2150,volledig pand,woning,2014/04/14 00:00:00+00,opname,18.4027766470135,13.3212099932966
75023,40806,GRANVELLELAAN,16,,1,K,Borsbeek,2150,1ste verdieping,woning,2024/04/29 00:00:00+00,opname,77.8794646194708,269.641184488203
75024,40784,GRANVELLELAAN,114,,,K,Borsbeek,2150,volledig pand,woning,2023/02/08 00:00:00+00,opname,86.8795731138989,358.59489574828
75025,40793,JAN GOOVAERSSTRAAT,21,,,K,Borsbeek,2150,volledig pand,woning,2023/03/02 00:00:00+00,opname,95.5768916720492,244.706055480081
75026,40826,FRANS BEIRENSLAAN,147,,,K,Borsbeek,2150,volledig pand,woning,2017/06/19 00:00:00+00,opname,84.5485071035421,196.620621883864
75027,29614,BEUKENLAAN,78,,,A,Antwerpen,2020,woning,woning,2018/11/29 00:00:00+00,opname,264.924471822358,2799.75315547475
75028,38697,MUSEUMSTRAAT,4,,,A,Antwerpen,2000,gelijkvloers,gebouw,2024/04/12 00:00:00+00,aanvraagschrapping,36.7823469241913,75.1562942755218
75029,30093,HORTENSIASTRAAT,20,,,A,Antwerpen,2020,gelijkvloers,woning,2019/04/08 00:00:00+00,opname,99.2725399767346,297.911017991916
75030,30094,HORTENSIASTRAAT,20,,,A,Antwerpen,2020,1ste verdiep,woning,2019/04/08 00:00:00+00,opname,99.2725399767346,297.911017991916
75031,26071,FALCONPLEIN,31,,,A,Antwerpen,2000,1ste verdieping,woning,2016/06/28 00:00:00+00,opname,65.883049235093,229.082204294698
75032,29131,PROVINCIESTRAAT,169,173,,A,Antwerpen,2018,handelsgelijkvloers links,gebouw,2018/08/30 00:00:00+00,opname,112.840813457653,645.952654245528
75033,27500,GROTESTEENWEG,457,,,R,Berchem,2600,gelijkvloers,gebouw,2024/04/26 00:00:00+00,opname,85.9400016394488,367.275266907617
75034,36935,OUDEBAREELLEI,36,,,M,Merksem,2170,gelijkvloers,gebouw,2023/10/02 00:00:00+00,opname,68.4877531872381,235.380225121787
75035,34728,DAMBRUGGESTRAAT,32,,,A,Antwerpen,2060,gelijkvloers,gebouw,2022/02/01 00:00:00+00,opname,46.2052550513524,93.7881975517374
75036,34272,DE ROEST D'ALKEMADELAAN,13,,10,R,Berchem,2600,A2/C,woning,2023/12/06 00:00:00+00,opname,358.573172036484,7712.28821047534
75037,34273,DE ROEST D'ALKEMADELAAN,13,,29,R,Berchem,2600,7e verdieping/C,woning,2022/01/13 00:00:00+00,opname,358.573172036484,7712.28821047534
75038,35746,FALCONPLEIN,25,,,A,Antwerpen,2000,gelijkvloers,gebouw,2022/09/05 00:00:00+00,opname,58.5810580083298,177.141265385653
75039,35748,FALCONPLEIN,25,,,A,Antwerpen,2000,1e verdieping,woning,2022/09/05 00:00:00+00,opname,58.5810580083298,177.141265385653
75040,35749,FALCONPLEIN,25,,,A,Antwerpen,2000,2e verdieping,woning,2022/09/05 00:00:00+00,opname,58.5810580083298,177.141265385653
75041,35750,FALCONPLEIN,25,,,A,Antwerpen,2000,3e verdieping,woning,2022/09/05 00:00:00+00,opname,58.5810580083298,177.141265385653
75042,34412,BREDABAAN,308,1,,M,Merksem,2170,volledig pand,gebouw,2021/12/01 00:00:00+00,opname,60.967448298421,121.556776811506
75043,28678,TURNHOUTSEBAAN,308,,,T,Borgerhout,2140,gelijkvloers,gebouw,2018/05/08 00:00:00+00,opname,75.6111249039175,368.345190608609
75044,21499,OUDESTRAAT,76,78,,H,Hoboken,2660,nvt,gebouw,2015/09/23 00:00:00+00,opname,97.8941224960709,292.126064113205
75045,30803,KOXPLEIN,15,,,T,Borgerhout,2140,gelijkvloers rechts,gebouw,2019/07/29 00:00:00+00,opname,83.3561717053089,314.629287131484
75046,31738,KOXPLEIN,15,,,T,Borgerhout,2140,gelijkvloers links,gebouw,2020/02/25 00:00:00+00,opname,83.3561717053089,314.629287131484
75047,36608,LAKBORSLEI,168,,,D,Deurne,2100,gelijkvloers,gebouw,2023/06/07 00:00:00+00,opname,34.1809371706169,72.7539525061853
75048,31184,STADIONSTRAAT,71,,,A,Antwerpen,2020,gezinswoning,woning,2019/10/24 00:00:00+00,opname,66.0264822790973,135.679970140166
75049,33429,FRANKRIJKLEI,90,,,A,Antwerpen,2000,volledig pand,woning,2021/06/14 00:00:00+00,opname,90.2253626679478,319.027056367974
75050,37469,GRAAF VAN HOORNESTRAAT,7,,,A,Antwerpen,2000,gelijkvloers,woning,2023/12/01 00:00:00+00,aanvraagschrapping,41.9268031302248,77.6746113581374
75051,37470,GRAAF VAN HOORNESTRAAT,7,,,A,Antwerpen,2000,1ste verdieping,woning,2023/12/01 00:00:00+00,aanvraagschrapping,41.9268031302248,77.6746113581374
75052,37472,GRAAF VAN HOORNESTRAAT,7,,,A,Antwerpen,2000,4de en 5de verdieping,woning,2023/12/01 00:00:00+00,opname,41.9268031302248,77.6746113581374
75053,34789,FREDERIK VAN EEDENPLEIN,9,,,A,Antwerpen,2050,gelijkvloers,gebouw,2022/02/24 00:00:00+00,opname,75.0976255930459,239.010861334994
75054,31906,DAMBRUGGESTRAAT,145,,,A,Antwerpen,2060,gelijkvloers,gebouw,2020/10/12 00:00:00+00,opname,74.3742036002456,187.04521441931
75055,34237,BARON SADOINESTRAAT,14,,,H,Hoboken,2660,volledig pand,woning,2021/10/12 00:00:00+00,opname,96.3290161224056,258.581098155248
75056,37070,JULES MORETUSLEI,290,294,,W,Wilrijk,2610,gelijkvloers,gebouw,2023/11/02 00:00:00+00,opname,66.6952393700676,267.655031698923
75057,37073,JULES MORETUSLEI,290,294,,W,Wilrijk,2610,1ste en 2de verdieping,woning,2023/11/02 00:00:00+00,opname,66.6952393700676,267.655031698923
75058,39559,ANNEESSENSSTRAAT,27,,,A,Antwerpen,2018,volledig pand,woning,2024/09/16 00:00:00+00,opname,37.6571165880377,71.7120744154702
75059,23484,BROEDERMINSTRAAT,50,,,A,Antwerpen,2018,nvt,gebouw,2015/07/13 00:00:00+00,opname,109.037437800638,335.673812451687
75060,30180,FLORASTRAAT,126,,,T,Borgerhout,2140,handelsgelijkvloers,gebouw,2019/04/24 00:00:00+00,opname,85.2657257701169,207.035221293461
75061,35284,LANGE BEELDEKENSSTRAAT,15,,1,A,Antwerpen,2060,gelijkvloers,woning,2024/04/30 00:00:00+00,aanvraagschrapping,86.6187089977446,340.06790267242
75062,39015,LANGE BEELDEKENSSTRAAT,15,,101,A,Antwerpen,2060,1e verdieping,woning,2024/04/30 00:00:00+00,aanvraagschrapping,86.6187089977446,340.06790267242
75063,35600,OUDEDONKLAAN,113,,,D,Deurne,2100,volledig pand,woning,2022/07/28 00:00:00+00,aanvraagschrapping,70.8370733705421,157.555061874681
75064,35156,BREDABAAN,328,,,M,Merksem,2170,volledig pand,gebouw,2022/04/12 00:00:00+00,opname,72.6254546619719,150.750591218725
75065,29094,PALEISSTRAAT,15,,,A,Antwerpen,2018,glv,gebouw,2019/02/07 00:00:00+00,opname,53.3545682998906,111.1577358766
75066,30609,ONDERWIJSSTRAAT,63,,,A,Antwerpen,2060,gelijkvloers,gebouw,2019/11/13 00:00:00+00,opname,48.7983681991848,97.4692613925635
75067,31309,ONDERWIJSSTRAAT,63,,,A,Antwerpen,2060,1ste verdiep,woning,2019/11/13 00:00:00+00,opname,48.7983681991848,97.4692613925635
75068,33098,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,gelijkvloers links,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241
75069,33143,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,gelijkvloers rechts,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241
75070,33144,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,1ste verdieping links,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241
75071,33145,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,1ste verdieping rechts,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241
75072,33146,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,2de verdieping links,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241
75073,33147,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,2de verdieping rechts,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241
75074,35908,LANGE BEELDEKENSSTRAAT,150,,,A,Antwerpen,2060,volledig pand,woning,2022/10/13 00:00:00+00,opname,45.3841194186143,89.9247152541548
75075,30811,BREDABAAN,508,,,M,Merksem,2170,handelsgelijkvloers,gebouw,2019/07/31 00:00:00+00,opname,104.265290063835,215.626122094593
75076,52730,VALKENPUTSTRAAT,73,,,R,Berchem,2600,volledig pand,woning,2026/02/09 00:00:00+00,kennisgeving,72.6911303265567,251.378869267817
75077,29722,BREDERODESTRAAT,131,,,A,Antwerpen,2018,Handelsgelijkvloers,gebouw,2019/04/04 00:00:00+00,opname,53.5027398383995,124.122351332709
75078,22616,MARIA-THERESIALEI,7,,501,A,Antwerpen,2018,5e verdieping 5.1,woning,2023/10/27 00:00:00+00,aanvraagschrapping,97.214580540069,466.126586772776
75079,27508,PLANTIN EN MORETUSLEI,4,,,A,Antwerpen,2018,Handelsgelijkvloers,gebouw,2017/07/28 00:00:00+00,aanvraagschrapping,112.055745566105,680.603739102013
75080,46075,BREDABAAN,500,,,M,Merksem,2170,volledig pand,gebouw,2025/09/02 00:00:00+00,opname,48.871676443796,99.8396681899
75081,33105,DESGUINLEI,84,,,A,Antwerpen,2018,gelijkvloers,gebouw,2021/03/04 00:00:00+00,opname,39.8617347526063,88.284633237715
75082,28270,BREDABAAN,532,534,,M,Merksem,2170,handelsgelijkvloers,gebouw,2018/02/13 00:00:00+00,opname,103.094686158529,449.39620653234
75083,28685,BREDABAAN,532,534,,M,Merksem,2170,A2 Rechts,woning,2019/01/09 00:00:00+00,opname,103.094686158529,449.39620653234
75084,27823,BEXSTRAAT,1,,,A,Antwerpen,2018,kantoor gelijkvloers,gebouw,2017/12/08 00:00:00+00,opname,74.2869146170556,253.160451954744
75085,28061,BEXSTRAAT,1,,,A,Antwerpen,2018,1ste verdiep,woning,2017/12/08 00:00:00+00,opname,74.2869146170556,253.160451954744
75086,28062,BEXSTRAAT,1,,,A,Antwerpen,2018,2de verdiep,woning,2017/12/08 00:00:00+00,opname,74.2869146170556,253.160451954744
75087,28063,BEXSTRAAT,1,,,A,Antwerpen,2018,3de verdiep,woning,2017/12/08 00:00:00+00,opname,74.2869146170556,253.160451954744
75088,39810,JACHTLAAN,39,,,W,Wilrijk,2610,volledig pand,woning,2024/08/02 00:00:00+00,opname,125.230500677553,899.163937698916
75089,33107,MARÉESTRAAT,48,,,T,Borgerhout,2140,volledig pand,woning,2021/03/04 00:00:00+00,opname,69.1550659763829,156.283203360535
75090,33315,VAN SCHOONHOVENSTRAAT,51,,,A,Antwerpen,2060,volledig pand,woning,2021/03/31 00:00:00+00,opname,44.551823549355,83.3987714144318
75091,40839,BREDASTRAAT,100,,,A,Antwerpen,2060,Gelijkvloers,gebouw,2025/01/15 00:00:00+00,opname,51.6536896150932,100.956785702742
75092,15483,CONSCIENCESTRAAT,44,,,A,Antwerpen,2018,volledig pand,woning,2020/10/22 00:00:00+00,opname,53.973953708116,111.29155709055
75093,33187,LEIEBOS,31,,135,M,Merksem,2170,A4/I,woning,2021/03/29 00:00:00+00,opname,806.057134013089,28838.7106760302
75094,16101,CORBLETSTRAAT,8,,,D,Deurne,2100,nvt,woning,2018/04/16 00:00:00+00,opname,42.0283185481508,110.114903623223
75095,39964,ANTWERPSESTEENWEG,319,,202,H,Hoboken,2660,2e verdieping A2 rechts,woning,2025/07/14 00:00:00+00,opname,73.9764613374637,288.385616113546
75096,34291,BOOMSESTEENWEG,643,,,W,Wilrijk,2610,volledig pand,woning,2021/11/09 00:00:00+00,opname,36.8904467931099,75.4882646009379
75097,28426,LANGE ALTAARSTRAAT,31,,,A,Antwerpen,2018,2de en 3de verdiep,woning,2018/03/16 00:00:00+00,opname,44.745934108946,83.1967092324043
75098,19920,LANGE KIEVITSTRAAT,81,,,A,Antwerpen,2018,Handelsgelijkvloers,gebouw,2018/09/14 00:00:00+00,aanvraagschrapping,63.7564571351629,146.720034254819
75099,51627,STATIESTRAAT,88,,,R,Berchem,2600,gelijkvloers,gebouw,2026/02/02 00:00:00+00,kennisgeving,91.1301162841983,215.103468619553
75100,37468,WALVISSTRAAT,25,,,A,Antwerpen,2018,volledig pand,woning,2023/12/01 00:00:00+00,opname,51.2494238986777,110.140129675043
75101,33999,IJZERLAAN,49,51,,A,Antwerpen,2060,woning 1,woning,2021/08/19 00:00:00+00,opname,44.7192364164374,126.382982702161
75102,34048,IJZERLAAN,49,51,,A,Antwerpen,2060,woning 2,woning,2021/08/19 00:00:00+00,opname,44.7192364164374,126.382982702161
75103,34049,IJZERLAAN,49,51,,A,Antwerpen,2060,woning 3,woning,2021/08/19 00:00:00+00,opname,44.7192364164374,126.382982702161
75104,31397,LUMBEECKSTRAAT,131,,,H,Hoboken,2660,gezinswoning,woning,2019/12/06 00:00:00+00,opname,71.8768614549877,174.542872723851
75105,39719,CARNOTSTRAAT,46,,,A,Antwerpen,2060,volledig pand,gebouw,2024/07/22 00:00:00+00,opname,66.204466543879,125.551843340755
75106,30482,BRITSELEI,15,,,A,Antwerpen,2000,4de verdieping,gebouw,2023/12/01 00:00:00+00,opname,46.0465966395427,124.660999130016
75107,37448,BRITSELEI,15,,,A,Antwerpen,2000,1ste en 2de verdieping,gebouw,2023/12/01 00:00:00+00,opname,46.0465966395427,124.660999130016
75108,34472,TURNHOUTSEBAAN,11,,,T,Borgerhout,2140,gelijkvloers,gebouw,2021/12/08 00:00:00+00,opname,65.038300962858,208.930558785984
75109,30165,LONDENSTRAAT,4,,,A,Antwerpen,2000,woning 1,woning,2019/04/19 00:00:00+00,opname,56.4290710078291,153.274611158224
75110,30166,LONDENSTRAAT,4,,,A,Antwerpen,2000,woning 2,woning,2019/04/19 00:00:00+00,opname,56.4290710078291,153.274611158224
75111,37349,LONDENSTRAAT,4,,,A,Antwerpen,2000,gelijkvloers,gebouw,2023/12/01 00:00:00+00,opname,56.4290710078291,153.274611158224
75112,26701,GODSHUISSTRAAT,56,,,W,Wilrijk,2610,nvt,woning,2016/12/06 00:00:00+00,opname,75.9176334531547,191.00866864166
75113,40766,STAN OCKERSSTRAAT,1,1,,T,Borgerhout,2140,gelijkvloers links,woning,2025/01/06 00:00:00+00,opname,53.1606137272829,159.572948464441
75114,40767,STAN OCKERSSTRAAT,1,3,,T,Borgerhout,2140,1ste verdieping links,woning,2025/01/06 00:00:00+00,opname,53.1606137272829,159.572948464441
75115,40768,STAN OCKERSSTRAAT,1,5,,T,Borgerhout,2140,2de verdieping links,woning,2025/01/06 00:00:00+00,opname,53.1606137272829,159.572948464441
75116,28842,LANGE LEEMSTRAAT,17,,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2018/08/29 00:00:00+00,opname,89.8313624130894,186.920847788177
75117,29126,LANGE LEEMSTRAAT,17,,,A,Antwerpen,2018,1ste verdieping,woning,2018/08/29 00:00:00+00,opname,89.8313624130894,186.920847788177
75118,29127,LANGE LEEMSTRAAT,17,,,A,Antwerpen,2018,2de verdieping,woning,2018/08/29 00:00:00+00,opname,89.8313624130894,186.920847788177
75119,29128,LANGE LEEMSTRAAT,17,,,A,Antwerpen,2018,3de verdieping,woning,2018/08/29 00:00:00+00,opname,89.8313624130894,186.920847788177
75120,6336,PROVINCIESTRAAT,181,,,A,Antwerpen,2018,nvt,woning,2010/01/01 00:00:00+00,opname,50.5983286988303,114.013488787229
75121,33393,APOLLOSTRAAT,169,,,R,Berchem,2600,volledig pand,woning,2021/05/06 00:00:00+00,opname,47.9462767411204,95.5355011557487
75122,34349,KLUIZEVELDENSTRAAT,61,,,M,Merksem,2170,volledig pand,woning,2021/11/23 00:00:00+00,aanvraagschrapping,101.476931099887,227.141898524943
75123,35882,ERGO-DE WAELLAAN,1,,,D,Deurne,2100,gelijkvloers,woning,2022/10/03 00:00:00+00,opname,96.7952113844145,530.937914578639
75124,36756,ISABELLALEI,106,,,A,Antwerpen,2018,volledig pand/voorbouw,woning,2023/10/13 00:00:00+00,opname,100.665095422892,269.078628767425
75125,6271,JAN VAN GENTSTRAAT,2,,,A,Antwerpen,2000,nvt,woning,2010/01/01 00:00:00+00,opname,36.3764457303107,50.8677975144986
75126,39301,KAPELSTRAAT,76,201,,H,Hoboken,2660,2de verdieping,woning,2025/01/15 00:00:00+00,opname,37.7237458597049,74.3171800994349
75127,30091,BREDABAAN,400,,,M,Merksem,2170,handelspand,gebouw,2019/04/08 00:00:00+00,opname,48.0408985598614,90.1697882403054
75128,40769,TENNISSTRAAT,39,,,H,Hoboken,2660,volledig pand,woning,2025/01/06 00:00:00+00,opname,36.7112614628803,65.2801759117179
75129,37343,SINT-JANSPLEIN,25,,201,A,Antwerpen,2060,2de verdieping,woning,2023/12/01 00:00:00+00,opname,58.6231003059891,159.088319809905
75130,37344,SINT-JANSPLEIN,25,,301,A,Antwerpen,2060,3de verdieping,woning,2023/12/01 00:00:00+00,opname,58.6231003059891,159.088319809905
75131,31911,APPELSTRAAT,18,,,T,Borgerhout,2140,volledig pand,woning,2021/03/22 00:00:00+00,opname,72.2393396513596,141.781525778656
75132,28562,LONDENSTRAAT,2,,,A,Antwerpen,2000,handelsgelijkvloers,gebouw,2018/04/12 00:00:00+00,opname,53.6783141492548,119.745117076866
75133,30926,MEIRBRUG,2,,,A,Antwerpen,2000,E4,woning,2022/07/29 00:00:00+00,opname,120.14594576349,795.578884142834
75134,30504,DIEPESTRAAT,124,,,A,Antwerpen,2060,gelijkvloers,gebouw,2020/06/30 00:00:00+00,opname,53.2896364406947,120.324469577862
75135,33400,BISSCHOPSTRAAT,18,,,A,Antwerpen,2060,gelijkvloers,gebouw,2021/04/22 00:00:00+00,opname,88.8079342729941,258.538070563068
75136,51414,KRUISBOS,61,11,,Z,Bezali,2040,1ste verdieping,woning,2026/01/14 00:00:00+00,kennisgeving,113.211703199273,706.02772400168
75137,36629,PLUVIERSTRAAT,37,,,A,Antwerpen,2050,gelijkvloers,woning,2023/06/22 00:00:00+00,aanvraagschrapping,71.3877415005185,267.171117138965
75138,36630,PLUVIERSTRAAT,37,,,A,Antwerpen,2050,1ste verdieping,woning,2023/06/22 00:00:00+00,aanvraagschrapping,71.3877415005185,267.171117138965
75139,36631,PLUVIERSTRAAT,37,,,A,Antwerpen,2050,2de verdieping,woning,2023/06/22 00:00:00+00,aanvraagschrapping,71.3877415005185,267.171117138965
75140,37076,RIEMSTRAAT,47,,,A,Antwerpen,2000,gelijkvloers,gebouw,2023/11/02 00:00:00+00,aanvraagschrapping,109.956331157184,435.512944676795
75141,30062,DAMBRUGGESTRAAT,61,,,A,Antwerpen,2060,gelijkvloers,woning,2021/05/20 00:00:00+00,opname,67.5467575101047,158.092679954841
75142,33457,DAMBRUGGESTRAAT,61,,,A,Antwerpen,2060,1ste verdieping,woning,2021/05/20 00:00:00+00,opname,67.5467575101047,158.092679954841
75143,33458,DAMBRUGGESTRAAT,61,,,A,Antwerpen,2060,2de verdieping,woning,2021/05/20 00:00:00+00,opname,67.5467575101047,158.092679954841
75144,33459,DAMBRUGGESTRAAT,61,,,A,Antwerpen,2060,3de verdieping,woning,2021/05/20 00:00:00+00,opname,67.5467575101047,158.092679954841
75145,33485,DAMBRUGGESTRAAT,61,,,A,Antwerpen,2060,4de verdieping,woning,2021/05/25 00:00:00+00,opname,67.5467575101047,158.092679954841
75146,23312,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 1,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827
75147,23313,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 2,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827
75148,23314,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 3,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827
75149,23315,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 4,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827
75150,23316,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 5,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827
75151,23317,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 6,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827
75152,37930,MIRAEUSSTRAAT,15,,,A,Antwerpen,2018,volledig pand,woning,2024/01/17 00:00:00+00,opname,70.8321457306823,142.51981936635
75153,30965,VAN EYCKLEI,2,,,A,Antwerpen,2018,woning 7de verdieping,woning,2019/09/16 00:00:00+00,aanvraagschrapping,123.152350591446,626.8730380652
75154,30269,KATTENDIJKDOK-OOSTKAAI,12,,,A,Antwerpen,2000,ééngezinswoning,woning,2019/05/09 00:00:00+00,opname,97.1279117498497,485.378561318085
75155,30273,KATTENDIJKDOK-OOSTKAAI,12,,,A,Antwerpen,2000,achterliggend magazijn,gebouw,2019/05/09 00:00:00+00,opname,97.1279117498497,485.378561318085
75156,26225,TURNHOUTSEBAAN,335,,,T,Borgerhout,2140,handelsgelijkvloers,gebouw,2016/09/02 00:00:00+00,opname,70.4596742032055,155.774669935725
75157,31505,KIPDORPBRUG,2,,,A,Antwerpen,2000,1ste verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661
75158,33827,KIPDORPBRUG,2,,,A,Antwerpen,2000,2de verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661
75159,33828,KIPDORPBRUG,2,,,A,Antwerpen,2000,3de verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661
75160,33829,KIPDORPBRUG,2,,,A,Antwerpen,2000,3de+4de verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661
75161,39842,SINT-JACOBSMARKT,16,,,A,Antwerpen,2000,gelijkvloers,gebouw,2024/08/02 00:00:00+00,opname,54.0046664332972,121.970859453695
75162,39843,SINT-JACOBSMARKT,16,,,A,Antwerpen,2000,woning 1,woning,2024/08/02 00:00:00+00,opname,54.0046664332972,121.970859453695
75163,39844,SINT-JACOBSMARKT,16,,,A,Antwerpen,2000,woning 2,woning,2024/08/02 00:00:00+00,opname,54.0046664332972,121.970859453695
75164,22393,AMSTERDAMSTRAAT,35,,,A,Antwerpen,2000,gelijkvloers,gebouw,2021/08/05 00:00:00+00,opname,66.2383623766439,139.267182171665
75165,22394,AMSTERDAMSTRAAT,35,,101,A,Antwerpen,2000,1ste verdieping,woning,2021/08/05 00:00:00+00,opname,66.2383623766439,139.267182171665
75166,22395,AMSTERDAMSTRAAT,35,,201,A,Antwerpen,2000,2de verdieping,woning,2021/08/05 00:00:00+00,opname,66.2383623766439,139.267182171665
75167,22396,AMSTERDAMSTRAAT,35,,301,A,Antwerpen,2000,3de verdieping,woning,2021/08/05 00:00:00+00,opname,66.2383623766439,139.267182171665
75168,22397,AMSTERDAMSTRAAT,35,,401,A,Antwerpen,2000,4de verdieping,woning,2021/08/05 00:00:00+00,opname,66.2383623766439,139.267182171665
75169,31743,DIEPESTRAAT,82,,,A,Antwerpen,2060,gelijkvloers,gebouw,2020/08/18 00:00:00+00,opname,50.3158702257285,99.9381865224267
75170,32430,DIEPESTRAAT,82,,,A,Antwerpen,2060,2de verdieping,woning,2020/08/18 00:00:00+00,opname,50.3158702257285,99.9381865224267
75171,34479,PROVINCIESTRAAT,56,,2,A,Antwerpen,2018,1ste verdieping links,woning,2022/03/03 00:00:00+00,aanvraagschrapping,60.5689286707919,189.468417194632
75172,46120,LODE CANTENSSTRAAT,5,,,T,Borgerhout,2140,volledig pand,woning,2025/06/03 00:00:00+00,opname,71.6497674606102,180.859835754024
75173,36707,KIELSEVEST,26,,,A,Antwerpen,2018,volledig pand,woning,2023/07/20 00:00:00+00,opname,51.8672175634273,105.229308838355
75174,36702,BREDERODESTRAAT,184,,254,A,Antwerpen,2018,1V/ app 1N,woning,2023/07/17 00:00:00+00,opname,603.056217241081,6536.71948789072
75175,33211,KOMEDIEPLAATS,5,,,A,Antwerpen,2000,handelspand,gebouw,2021/03/22 00:00:00+00,opname,23.4417217749603,30.6379349338764
75176,28565,QUELLINSTRAAT,56,,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2018/09/07 00:00:00+00,opname,47.84625733055,133.382373322137
75177,29208,QUELLINSTRAAT,56,,,A,Antwerpen,2018,woning 1,woning,2018/09/07 00:00:00+00,opname,47.84625733055,133.382373322137
75178,29209,QUELLINSTRAAT,56,,,A,Antwerpen,2018,woning 2,woning,2018/09/07 00:00:00+00,opname,47.84625733055,133.382373322137
75179,30951,TWAALFMAANDENSTRAAT,14,,68,A,Antwerpen,2000,A6/8.06,woning,2023/12/11 00:00:00+00,opname,233.170711853229,2682.80315393323
75180,32378,GROTE MARKT,6,,,A,Antwerpen,2000,volledig pand,gebouw,2021/10/28 00:00:00+00,opname,36.1348322112277,56.9455924079725
75181,32281,GENTPLAATS,7,,,A,Antwerpen,2000,1ste verdieping,woning,2020/11/23 00:00:00+00,opname,48.9771025184845,111.637115483885
75182,39030,PAARDENMARKT,81,,,A,Antwerpen,2000,gelijkvloers,gebouw,2024/05/06 00:00:00+00,opname,96.3016354909973,280.87505974499
75183,38647,HEIDESTRAAT,87,,,H,Hoboken,2660,volledig pand,woning,2024/12/09 00:00:00+00,opname,39.5565174557478,68.0692727937216
75184,27140,SECRETARIS MEYERLEI,100,,,M,Merksem,2170,glv+1ste,woning,2017/03/31 00:00:00+00,opname,78.2622776600656,163.796768707523
75185,32351,ITALIËLEI,203,,,A,Antwerpen,2000,gelijkvloers,gebouw,2020/07/24 00:00:00+00,opname,92.3267736285043,278.23075410884
75186,35866,KATTENSTRAAT,23,,1,A,Antwerpen,2000,gelijkvloers,woning,2022/09/27 00:00:00+00,opname,28.9351339128056,48.6717068160488
75187,35867,KATTENSTRAAT,23,,101,A,Antwerpen,2000,1ste verdieping,woning,2022/09/27 00:00:00+00,opname,28.9351339128056,48.6717068160488
75188,35868,KATTENSTRAAT,23,,201,A,Antwerpen,2000,2de verdieping,woning,2022/09/27 00:00:00+00,opname,28.9351339128056,48.6717068160488
75189,27803,PIEREBEEKSTRAAT,30,,,W,Wilrijk,2610,nvt,woning,2018/03/20 00:00:00+00,opname,105.020278560197,229.702596123501
