adres,score_totaal,prioriteit,mogelijk_bevel_tot_afbraak,score_totaal_origineel,score_afbraak_boost,afstand_hemelsbreed_km,afstand_bucket,leegstand_jaren_sinds_eerste_opname,opname_count,kennisgeving_count,samengevoegde_regels,unieke_pnd_ids_count,reg_status_telling,reg_aard_telling,reg_entiteiten,pva_straat,pva_huisnr1,pva_huisnr2,pva_postcode,pnd_district,busnummers,busnummer_count,eerste_opnamedatum,laatste_opnamedatum,shape_areas,shape_lengths,score_afstand,score_ouderdom,score_deduplicaties,score_area,score_length,afbraak_match_count,afbraak_match_type,afbraak_match_reasons,afbraak_omv_nummers,afbraak_statussen,afbraak_datums,afbraak_adres_bron,afbraak_omschrijving,afbraak_bronnen,afbraak_detail_urls,geocode_quality,geocode_formatted_address,lat_wgs84,lon_wgs84,x_lambert72,y_lambert72,objectids,pnd_ids,pva_busnr,pnd_district_code,reg_statussen,reg_aarden,alle_opnamedata,verschillende_velden,afstand_origin_adres,geocode_query,geocode_strategy,geocode_status,geocode_location_type,geocode_error,score_uitleg,bronregels_volledig
"Driekoningenstraat 86-88, 2600 Berchem",80.5,A,NEE,80.5,0.0,0.540,0-1 km,9.3,1,0,1,1,opname:1,gebouw:1,nvt,DRIEKONINGENSTRAAT,86,88,2600,Berchem,,0,2017/03/14 00:00:00+00,2017/03/14 00:00:00+00,2711.80032823735,274.341700027044,83.5,100.0,31.5,100.0,100.0,0,,,,,,,,,,hoog,"Driekoningenstraat 86, 2600 Antwerpen",51.196278503785024,4.420977026925545,153650.26,209590.38,74928,27083,,R,opname,gebouw,2017/03/14 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Driekoningenstraat 86, 2600 Antwerpen",eerste_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74928,27083,DRIEKONINGENSTRAAT,86,88,,R,Berchem,2600,nvt,gebouw,2017/03/14 00:00:00+00,opname,274.341700027044,2711.80032823735"
"Lange Kievitstraat 4, 2018 Antwerpen",80.1,A,NEE,80.1,0.0,1.569,1-2 km,11.1,6,0,6,6,opname:6,woning:6,Appartement 1 | Appartement 2 | Appartement 3 | Appartement 4 | Appartement 5 | Appartement 6,LANGE KIEVITSTRAAT,4,,2018,Antwerpen,,0,2015/06/12 00:00:00+00,2015/06/12 00:00:00+00,192.710318494827,70.4747088924331,59.3,100.0,88.6,82.3,85.1,0,,,,,,,,,,hoog,"Lange Kievitstraat 4, 2018 Antwerpen",51.21291833227798,4.41730500112506,153392.35,211441.45,75146 | 75147 | 75148 | 75149 | 75150 | 75151,23312 | 23313 | 23314 | 23315 | 23316 | 23317,,A,opname,woning,2015/06/12 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Lange Kievitstraat 4, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75146,23312,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 1,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827 | 75147,23313,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 2,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827 | 75148,23314,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 3,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827 | 75149,23315,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 4,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827 | 75150,23316,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 5,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827 | 75151,23317,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 6,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827"
"Plantin En Moretuslei 159-161, 2140 Borgerhout",80.0,A,NEE,80.0,0.0,1.133,1-2 km,11.9,3,0,3,3,opname:3,woning:2 | gebouw:1,Handelsgelijkvloers | Verdieping 1 | verdieping 2,PLANTIN EN MORETUSLEI,159,161,2140,Borgerhout,,0,2014/08/25 00:00:00+00,2019/03/25 00:00:00+00,418.614305319596,83.4340504113937,68.5,100.0,63.1,94.4,88.4,0,,,,,,,,,,hoog,"Plantin en Moretuslei 159, 2140 Antwerpen",51.209769873305916,4.430259691418614,154297.88,211091.85,75234 | 75235 | 75236,22411 | 22412 | 30026,,T,opname,gebouw | woning,2014/08/25 00:00:00+00 | 2019/03/25 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"Auwersstraat 66, 2600 Antwerpen","Plantin En Moretuslei 159, 2140 Antwerpen",eerste_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75234,22411,PLANTIN EN MORETUSLEI,159,161,,T,Borgerhout,2140,Handelsgelijkvloers,gebouw,2014/08/25 00:00:00+00,opname,83.4340504113937,418.614305319596 | 75235,22412,PLANTIN EN MORETUSLEI,159,161,,T,Borgerhout,2140,Verdieping 1,woning,2014/08/25 00:00:00+00,opname,83.4340504113937,418.614305319596 | 75236,30026,PLANTIN EN MORETUSLEI,159,161,,T,Borgerhout,2140,verdieping 2,woning,2019/03/25 00:00:00+00,opname,83.4340504113937,418.614305319596"
"Bexstraat 1, 2018 Antwerpen",78.6,A,NEE,78.6,0.0,1.432,1-2 km,8.6,4,0,4,4,opname:4,woning:3 | gebouw:1,kantoor gelijkvloers | 1ste verdiep | 2de verdiep | 3de verdiep,BEXSTRAAT,1,,2018,Antwerpen,,0,2017/12/08 00:00:00+00,2017/12/08 00:00:00+00,253.160451954744,74.2869146170556,62.0,100.0,73.2,86.5,86.1,0,,,,,,,,,,hoog,"Bexstraat 1, 2018 Antwerpen",51.21025960161319,4.413840600605287,153150.45,211145.5,75084 | 75085 | 75086 | 75087,27823 | 28061 | 28062 | 28063,,A,opname,gebouw | woning,2017/12/08 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_aard,"Auwersstraat 66, 2600 Antwerpen","Bexstraat 1, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75084,27823,BEXSTRAAT,1,,,A,Antwerpen,2018,kantoor gelijkvloers,gebouw,2017/12/08 00:00:00+00,opname,74.2869146170556,253.160451954744 | 75085,28061,BEXSTRAAT,1,,,A,Antwerpen,2018,1ste verdiep,woning,2017/12/08 00:00:00+00,opname,74.2869146170556,253.160451954744 | 75086,28062,BEXSTRAAT,1,,,A,Antwerpen,2018,2de verdiep,woning,2017/12/08 00:00:00+00,opname,74.2869146170556,253.160451954744 | 75087,28063,BEXSTRAAT,1,,,A,Antwerpen,2018,3de verdiep,woning,2017/12/08 00:00:00+00,opname,74.2869146170556,253.160451954744"
"Van Campenhoutstraat 51, 2600 Berchem",77.2,A,NEE,77.2,0.0,0.361,0-1 km,8.5,1,0,1,1,opname:1,gebouw:1,nvt,VAN CAMPENHOUTSTRAAT,51,,2600,Berchem,,0,2017/12/20 00:00:00+00,2017/12/20 00:00:00+00,111.618756116902,41.8476422948845,88.7,100.0,31.5,73.8,74.9,0,,,,,,,,,,hoog,"Van Campenhoutstraat 51, 2600 Antwerpen",51.197507734438524,4.4226303473763515,153765.73,209727.22,75282,28152,,R,opname,gebouw,2017/12/20 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Van Campenhoutstraat 51, 2600 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75282,28152,VAN CAMPENHOUTSTRAAT,51,,,R,Berchem,2600,nvt,gebouw,2017/12/20 00:00:00+00,opname,41.8476422948845,111.618756116902"
"Lange Leemstraat 17, 2018 Antwerpen",77.0,A,NEE,77.0,0.0,1.605,1-2 km,7.8,4,0,4,4,opname:4,woning:3 | gebouw:1,handelsgelijkvloers | 1ste verdieping | 2de verdieping | 3de verdieping,LANGE LEEMSTRAAT,17,,2018,Antwerpen,,0,2018/08/29 00:00:00+00,2018/08/29 00:00:00+00,186.920847788177,89.8313624130894,58.6,99.2,73.2,81.8,89.9,0,,,,,,,,,,hoog,"Lange Leemstraat 17, 2018 Antwerpen",51.21025508485745,4.410026547789828,152883.92,211144.84,75116 | 75117 | 75118 | 75119,28842 | 29126 | 29127 | 29128,,A,opname,gebouw | woning,2018/08/29 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_aard,"Auwersstraat 66, 2600 Antwerpen","Lange Leemstraat 17, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75116,28842,LANGE LEEMSTRAAT,17,,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2018/08/29 00:00:00+00,opname,89.8313624130894,186.920847788177 | 75117,29126,LANGE LEEMSTRAAT,17,,,A,Antwerpen,2018,1ste verdieping,woning,2018/08/29 00:00:00+00,opname,89.8313624130894,186.920847788177 | 75118,29127,LANGE LEEMSTRAAT,17,,,A,Antwerpen,2018,2de verdieping,woning,2018/08/29 00:00:00+00,opname,89.8313624130894,186.920847788177 | 75119,29128,LANGE LEEMSTRAAT,17,,,A,Antwerpen,2018,3de verdieping,woning,2018/08/29 00:00:00+00,opname,89.8313624130894,186.920847788177"
"Van Vaerenberghstraat 68, 2600 Berchem",76.2,A,NEE,76.2,0.0,0.339,0-1 km,9.2,1,0,1,1,opname:1,gebouw:1,handelsgelijkvloers,VAN VAERENBERGHSTRAAT,68,,2600,Berchem,,0,2017/04/07 00:00:00+00,2017/04/07 00:00:00+00,64.2657173710017,36.0871855695215,89.3,100.0,31.5,65.3,72.0,0,,,,,,,,,,hoog,"Van Vaerenberghstraat 68, 2600 Antwerpen",51.198307582795515,4.430167583325357,154292.51,209816.62,75733,27189,,R,opname,gebouw,2017/04/07 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Van Vaerenberghstraat 68, 2600 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75733,27189,VAN VAERENBERGHSTRAAT,68,,,R,Berchem,2600,handelsgelijkvloers,gebouw,2017/04/07 00:00:00+00,opname,36.0871855695215,64.2657173710017"
"Gasstraat 104, 2060 Antwerpen",76.1,A,NEE,76.1,0.0,2.731,2-5 km,7.0,7,0,7,7,opname:7,woning:7,3de verdieping midden | 1ste verdieping links | 1ste verdieping midden | 1ste verdieping rechts | 2de verdieping links | 2de verdieping midden | 3de verdieping rechts,GASSTRAAT,104,,2060,Antwerpen,,0,2019/06/28 00:00:00+00,2021/11/23 00:00:00+00,605.404108539552,106.439989150763,40.2,94.7,94.6,100.0,93.2,0,,,,,,,,,,hoog,"Gasstraat 104, 2060 Antwerpen",51.22447867800913,4.42563973641857,153973.76,212728.01,74845 | 74846 | 74847 | 74848 | 74849 | 74850 | 74851,30597 | 33965 | 33966 | 33967 | 33968 | 33969 | 33972,,A,opname,woning,2019/06/28 00:00:00+00 | 2021/11/23 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_opnamedatum,"Auwersstraat 66, 2600 Antwerpen","Gasstraat 104, 2060 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74845,30597,GASSTRAAT,104,,,A,Antwerpen,2060,3de verdieping midden,woning,2019/06/28 00:00:00+00,opname,106.439989150763,605.404108539552 | 74846,33965,GASSTRAAT,104,,,A,Antwerpen,2060,1ste verdieping links,woning,2021/11/23 00:00:00+00,opname,106.439989150763,605.404108539552 | 74847,33966,GASSTRAAT,104,,,A,Antwerpen,2060,1ste verdieping midden,woning,2021/11/23 00:00:00+00,opname,106.439989150763,605.404108539552 | 74848,33967,GASSTRAAT,104,,,A,Antwerpen,2060,1ste verdieping rechts,woning,2021/11/23 00:00:00+00,opname,106.439989150763,605.404108539552 | 74849,33968,GASSTRAAT,104,,,A,Antwerpen,2060,2de verdieping links,woning,2021/11/23 00:00:00+00,opname,106.439989150763,605.404108539552 | 74850,33969,GASSTRAAT,104,,,A,Antwerpen,2060,2de verdieping midden,woning,2021/11/23 00:00:00+00,opname,106.439989150763,605.404108539552 | 74851,33972,GASSTRAAT,104,,,A,Antwerpen,2060,3de verdieping rechts,woning,2021/11/23 00:00:00+00,opname,106.439989150763,605.404108539552"
"Lange Leemstraat 150, 2018 Antwerpen",75.7,A,NEE,75.7,0.0,1.002,1-2 km,3.9,5,0,5,5,opname:5,woning:5,gelijkvloers | 1ste verdieping | 2de verdieping | 3de verdieping | 4de verdieping,LANGE LEEMSTRAAT,150,,2018,Antwerpen,,0,2022/08/03 00:00:00+00,2022/08/03 00:00:00+00,155.608958551264,67.0836873425359,71.6,72.4,81.5,79.0,84.1,0,,,,,,,,,,hoog,"Lange Leemstraat 150, 2018 Antwerpen",51.20633144075196,4.415973193650668,153299.76,210708.57,75261 | 75262 | 75263 | 75264 | 75265,35627 | 35628 | 35629 | 35631 | 35632,,A,opname,woning,2022/08/03 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Lange Leemstraat 150, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75261,35627,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,gelijkvloers,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264 | 75262,35628,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,1ste verdieping,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264 | 75263,35629,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,2de verdieping,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264 | 75264,35631,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,3de verdieping,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264 | 75265,35632,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,4de verdieping,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264"
"Vleminckveld 78, 2000 Antwerpen",75.6,A,NEE,75.6,0.0,2.158,2-5 km,8.3,5,0,5,5,opname:5,woning:5,appartement 1 (1V) | appartement 2 (1V) | appartement 3 (2V) | appartement 4 (2V) | Duplex (3+4 verdiep),VLEMINCKVELD,78,,2000,Antwerpen,,0,2018/03/12 00:00:00+00,2018/03/12 00:00:00+00,212.353926489552,90.5766945027918,48.7,100.0,81.5,83.8,90.0,0,,,,,,,,,,hoog,"Vleminckveld 78, 2000 Antwerpen",51.21359748051693,4.404151725141815,152473.2,211516.48,75532 | 75533 | 75534 | 75535 | 75536,28396 | 28397 | 28398 | 28399 | 28400,,A,opname,woning,2018/03/12 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Vleminckveld 78, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75532,28396,VLEMINCKVELD,78,,,A,Antwerpen,2000,appartement 1 (1V),woning,2018/03/12 00:00:00+00,opname,90.5766945027918,212.353926489552 | 75533,28397,VLEMINCKVELD,78,,,A,Antwerpen,2000,appartement 2 (1V),woning,2018/03/12 00:00:00+00,opname,90.5766945027918,212.353926489552 | 75534,28398,VLEMINCKVELD,78,,,A,Antwerpen,2000,appartement 3 (2V),woning,2018/03/12 00:00:00+00,opname,90.5766945027918,212.353926489552 | 75535,28399,VLEMINCKVELD,78,,,A,Antwerpen,2000,appartement 4 (2V),woning,2018/03/12 00:00:00+00,opname,90.5766945027918,212.353926489552 | 75536,28400,VLEMINCKVELD,78,,,A,Antwerpen,2000,Duplex (3+4 verdiep),woning,2018/03/12 00:00:00+00,opname,90.5766945027918,212.353926489552"
"Cogels-Osylei 9, 2600 Berchem",75.1,A,NEE,75.1,0.0,0.764,0-1 km,8.3,1,0,1,1,opname:1,woning:1,nvt,COGELS-OSYLEI,9,,2600,Berchem,,0,2018/03/14 00:00:00+00,2018/03/14 00:00:00+00,175.590748080867,78.7647961256108,77.5,100.0,31.5,80.9,87.3,0,,,,,,,,,,hoog,"Cogels-Osylei 9, 2600 Antwerpen",51.205053233610435,4.4333477410555915,154514.14,210567.29,75713,28423,,R,opname,woning,2018/03/14 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Cogels-Osylei 9, 2600 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75713,28423,COGELS-OSYLEI,9,,,R,Berchem,2600,nvt,woning,2018/03/14 00:00:00+00,opname,78.7647961256108,175.590748080867"
"Leysstraat 20-26, 2000 Antwerpen",75.0,A,NEE,75.0,0.0,2.193,2-5 km,6.4,5,0,5,5,opname:5,woning:5,2de verdiep (2.1) | 2de verdiep (2.2) | 3de verdiep (3.1) | 3de verdiep (3.2) | 4de verdiep,LEYSSTRAAT,20,26,2000,Antwerpen,,0,2020/02/19 00:00:00+00,2020/02/19 00:00:00+00,553.940909664578,96.3719889714651,48.1,90.9,81.5,98.8,91.3,0,,,,,,,,,,hoog,"Leysstraat 20, 2000 Antwerpen",51.21805834928961,4.413731324972803,153142.28,212013.14,74872 | 74873 | 74874 | 74875 | 74876,31721 | 31722 | 31723 | 31724 | 31725,,A,opname,woning,2020/02/19 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Leysstraat 20, 2000 Antwerpen",eerste_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74872,31721,LEYSSTRAAT,20,26,,A,Antwerpen,2000,2de verdiep (2.1),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578 | 74873,31722,LEYSSTRAAT,20,26,,A,Antwerpen,2000,2de verdiep (2.2),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578 | 74874,31723,LEYSSTRAAT,20,26,,A,Antwerpen,2000,3de verdiep (3.1),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578 | 74875,31724,LEYSSTRAAT,20,26,,A,Antwerpen,2000,3de verdiep (3.2),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578 | 74876,31725,LEYSSTRAAT,20,26,,A,Antwerpen,2000,4de verdiep,woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578"
"Turnhoutsebaan 327, 2140 Borgerhout",74.6,B,NEE,74.6,0.0,1.917,1-2 km,4.1,8,0,8,8,opname:8,woning:7 | gebouw:1,1ste verdieping | 2de verdieping | 3de verdieping | 4de verdieping | 5de verdieping | 6de verdieping | 7de verdieping | gelijkvloers,TURNHOUTSEBAAN,327,,2140,Borgerhout,,0,2022/06/08 00:00:00+00,2024/01/22 00:00:00+00,293.392465829151,82.2545270461206,52.8,73.8,100.0,88.8,88.1,0,,,,,,,,,,hoog,"Turnhoutsebaan 327, 2140 Antwerpen",51.21423489024747,4.441362152933266,155073.25,211589.31,75815 | 75816 | 75817 | 75818 | 75819 | 75820 | 75821 | 75822,35391 | 35392 | 35393 | 35394 | 35395 | 35396 | 35397 | 37941,,T,opname,woning | gebouw,2022/06/08 00:00:00+00 | 2024/01/22 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"Auwersstraat 66, 2600 Antwerpen","Turnhoutsebaan 327, 2140 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75815,35391,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,1ste verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75816,35392,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,2de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75817,35393,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,3de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75818,35394,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,4de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75819,35395,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,5de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75820,35396,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,6de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75821,35397,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,7de verdieping,woning,2022/06/08 00:00:00+00,opname,82.2545270461206,293.392465829151 | 75822,37941,TURNHOUTSEBAAN,327,,,T,Borgerhout,2140,gelijkvloers,gebouw,2024/01/22 00:00:00+00,opname,82.2545270461206,293.392465829151"
"Mellaertsstraat 18, 2140 Borgerhout",74.1,B,NEE,74.1,0.0,1.633,1-2 km,9.2,3,0,3,3,opname:3,woning:3,Gelijkvloers | Verdieping 1 | Verdieping 2,MELLAERTSSTRAAT,18,,2140,Borgerhout,,0,2017/04/21 00:00:00+00,2017/04/21 00:00:00+00,174.699888780945 | 101.242242045973,57.924011391791 | 49.4118263568869,58.0,100.0,63.1,80.8,81.2,0,,,,,,,,,,hoog,"Mellaertsstraat 18, 2140 Antwerpen",51.21350893621093,4.434926349013641,154623.62,211508.12,74896 | 75579 | 75580,27212 | 22065 | 22066,,T,opname,woning,2017/04/21 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | SHAPE_Length | SHAPE_Area,"Auwersstraat 66, 2600 Antwerpen","Mellaertsstraat 18, 2140 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74896,27212,MELLAERTSSTRAAT,18,,,T,Borgerhout,2140,Gelijkvloers,woning,2017/04/21 00:00:00+00,opname,57.924011391791,174.699888780945 | 75579,22065,MELLAERTSSTRAAT,18,,,T,Borgerhout,2140,Verdieping 1,woning,2017/04/21 00:00:00+00,opname,49.4118263568869,101.242242045973 | 75580,22066,MELLAERTSSTRAAT,18,,,T,Borgerhout,2140,Verdieping 2,woning,2017/04/21 00:00:00+00,opname,49.4118263568869,101.242242045973"
"Van Luppenstraat 1, 2018 Antwerpen",73.4,B,NEE,73.4,0.0,0.373,0-1 km,7.1,1,0,1,1,opname:1,woning:1,eengezinswoning,VAN LUPPENSTRAAT,1,,2018,Antwerpen,,0,2019/06/06 00:00:00+00,2019/06/06 00:00:00+00,41.4627380054853,27.8178740744813,88.3,95.0,31.5,58.6,67.0,0,,,,,,,,,,hoog,"Van Luppenstraat 1, 2018 Antwerpen",51.203016691268616,4.428150015533919,154151.06,210340.41,75509,30507,,A,opname,woning,2019/06/06 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Van Luppenstraat 1, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75509,30507,VAN LUPPENSTRAAT,1,,,A,Antwerpen,2018,eengezinswoning,woning,2019/06/06 00:00:00+00,opname,27.8178740744813,41.4627380054853"
"Gemeentestraat 10, 2060 Antwerpen",73.3,B,NEE,73.3,0.0,2.178,2-5 km,10.0,3,0,3,3,opname:3,woning:2 | gebouw:1,Handelsgelijkvloers | 1ste verdieping | 2de verdieping,GEMEENTESTRAAT,10,,2060,Antwerpen,,0,2016/06/27 00:00:00+00,2016/11/23 00:00:00+00,426.550481961906,99.7847144361855,48.4,100.0,63.1,94.7,91.9,0,,,,,,,,,,hoog,"Gemeentestraat 10, 2060 Antwerpen",51.21899962068888,4.41899545586892,153510.01,212118.1,74947 | 74948 | 74949,26060 | 26061 | 26062,,A,opname,gebouw | woning,2016/11/23 00:00:00+00 | 2016/06/27 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"Auwersstraat 66, 2600 Antwerpen","Gemeentestraat 10, 2060 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74947,26060,GEMEENTESTRAAT,10,,,A,Antwerpen,2060,Handelsgelijkvloers,gebouw,2016/11/23 00:00:00+00,opname,99.7847144361855,426.550481961906 | 74948,26061,GEMEENTESTRAAT,10,,,A,Antwerpen,2060,1ste verdieping,woning,2016/06/27 00:00:00+00,opname,99.7847144361855,426.550481961906 | 74949,26062,GEMEENTESTRAAT,10,,,A,Antwerpen,2060,2de verdieping,woning,2016/06/27 00:00:00+00,opname,99.7847144361855,426.550481961906"
