score_totaal,prioriteit,score_afstand,score_ouderdom,score_deduplicaties,score_area,score_length,opname_count,kennisgeving_count,leegstand_jaren_sinds_eerste_opname,score_uitleg,adres,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,busnummers,busnummer_count,samengevoegde_regels,unieke_pnd_ids_count,objectids,pnd_ids,reg_entiteiten,reg_aarden,reg_aard_telling,reg_statussen,reg_status_telling,eerste_opnamedatum,laatste_opnamedatum,alle_opnamedata,shape_lengths,shape_areas,verschillende_velden,bronregels_volledig,afstand_origin_adres,geocode_query,geocode_strategy,geocode_status,geocode_quality,geocode_formatted_address,geocode_location_type,lat_wgs84,lon_wgs84,x_lambert72,y_lambert72,afstand_hemelsbreed_km,afstand_bucket,geocode_error
67.2,B,39.2,100.0,50.0,94.7,89.0,2,0,10.6,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Varenlaan 31, 2610 Wilrijk",VARENLAAN,31,,,W,Wilrijk,2610,,0,2,2,75886 | 75887,23917 | 23918,Verdieping 1 | Verdieping 2,woning,woning:2,opname,opname:2,2015/11/24 00:00:00+00,2015/11/24 00:00:00+00,2015/11/24 00:00:00+00,86.0581949841631,425.895862594544,OBJECTID | pnd_id | reg_entiteit,"75886,23917,VARENLAAN,31,,,W,Wilrijk,2610,Verdieping 1,woning,2015/11/24 00:00:00+00,opname,86.0581949841631,425.895862594544 | 75887,23918,VARENLAAN,31,,,W,Wilrijk,2610,Verdieping 2,woning,2015/11/24 00:00:00+00,opname,86.0581949841631,425.895862594544","Auwersstraat 66, 2600 Antwerpen","Varenlaan 31, 2610 Antwerpen",volledig_huisnummer,gevonden,hoog,"Varenlaan 31, 2610 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.18371465660997,4.39525243961481,151852.57,208191.64,2.810,2-5 km,
67.2,B,33.9,97.9,73.2,80.4,82.3,4,0,7.6,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Sint-Paulusplaats 15, 2000 Antwerpen",SINT-PAULUSPLAATS,15,,,A,Antwerpen,2000,,0,4,4,74977 | 75223 | 75351 | 75885,29594 | 29595 | 29589 | 27810,woning 1 | woning 2 | gebouw,woning | gebouw,woning:2 | gebouw:2,opname,opname:4,2018/11/26 00:00:00+00,2018/11/26 00:00:00+00,2018/11/26 00:00:00+00,61.1621791454953 | 31.1285731990522 | 42.0682856754565 | 30.596427276462,170.943020628485 | 46.623056845717 | 97.9620093166308 | 56.9859795576936,OBJECTID | pnd_id | reg_entiteit | reg_aard | SHAPE_Length | SHAPE_Area,"74977,29594,SINT-PAULUSPLAATS,15,,,A,Antwerpen,2000,woning 1,woning,2018/11/26 00:00:00+00,opname,61.1621791454953,170.943020628485 | 75223,29595,SINT-PAULUSPLAATS,15,,,A,Antwerpen,2000,woning 2,woning,2018/11/26 00:00:00+00,opname,31.1285731990522,46.623056845717 | 75351,29589,SINT-PAULUSPLAATS,15,,,A,Antwerpen,2000,gebouw,gebouw,2018/11/26 00:00:00+00,opname,42.0682856754565,97.9620093166308 | 75885,27810,SINT-PAULUSPLAATS,15,,,A,Antwerpen,2000,gebouw,gebouw,2018/11/26 00:00:00+00,opname,30.596427276462,56.9859795576936","Auwersstraat 66, 2600 Antwerpen","Sint-Paulusplaats 15, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Sint-Paulusplaats 15, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.22453947242926,4.4011800809959745,152265.01,212733.73,3.243,2-5 km,
67.1,B,70.4,80.6,31.5,77.7,83.2,1,0,4.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Wolfstraat 18, 2018 Antwerpen",WOLFSTRAAT,18,,,A,Antwerpen,2018,,0,1,1,75835,33648,volledig pand,woning,woning:1,opname,opname:1,2021/08/16 00:00:00+00,2021/08/16 00:00:00+00,2021/08/16 00:00:00+00,64.0419278503727,143.076878097427,,"75835,33648,WOLFSTRAAT,18,,,A,Antwerpen,2018,volledig pand,woning,2021/08/16 00:00:00+00,opname,64.0419278503727,143.076878097427","Auwersstraat 66, 2600 Antwerpen","Wolfstraat 18, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Wolfstraat 18, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20847569716147,4.4324822298127975,154453.32,210948.0,1.051,1-2 km,
67.0,B,85.0,49.4,50.0,72.6,77.2,2,0,2.0,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Albert Grisarstraat 56, 2018 Antwerpen",ALBERT GRISARSTRAAT,56,,1,A,Antwerpen,2018,1 | 101,2,2,2,75487 | 75488,39638 | 39639,gelijkvloers | 1ste verdieping,woning,woning:2,opname,opname:2,2024/07/15 00:00:00+00,2024/07/15 00:00:00+00,2024/07/15 00:00:00+00,47.0107208168049,103.074052383431,OBJECTID | pnd_id | reg_entiteit,"75487,39638,ALBERT GRISARSTRAAT,56,,1,A,Antwerpen,2018,gelijkvloers,woning,2024/07/15 00:00:00+00,opname,47.0107208168049,103.074052383431 | 75488,39639,ALBERT GRISARSTRAAT,56,,101,A,Antwerpen,2018,1ste verdieping,woning,2024/07/15 00:00:00+00,opname,47.0107208168049,103.074052383431","Auwersstraat 66, 2600 Antwerpen","Albert Grisarstraat 56, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Albert Grisarstraat 56, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20011553198023,4.419066400237822,153516.41,210017.17,0.489,0-1 km,
66.9,B,55.5,100.0,31.5,80.3,81.5,1,0,16.5,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Sanderusstraat 70, 2018 Antwerpen",SANDERUSSTRAAT,70,,,A,Antwerpen,2018,,0,1,1,75513,7153,nvt,gebouw,gebouw:1,opname,opname:1,2010/01/01 00:00:00+00,2010/01/01 00:00:00+00,2010/01/01 00:00:00+00,58.5880191262639,169.838173881439,,"75513,7153,SANDERUSSTRAAT,70,,,A,Antwerpen,2018,nvt,gebouw,2010/01/01 00:00:00+00,opname,58.5880191262639,169.838173881439","Auwersstraat 66, 2600 Antwerpen","Sanderusstraat 70, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Sanderusstraat 70, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20666321965916,4.403124989065241,152401.82,210744.98,1.769,1-2 km,
66.9,B,54.0,93.6,31.5,93.3,88.8,1,0,6.8,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Vestingstraat 59-63, 2018 Antwerpen",VESTINGSTRAAT,59,63,,A,Antwerpen,2018,,0,1,1,75215,30916,winkel 3,gebouw,gebouw:1,opname,opname:1,2019/09/09 00:00:00+00,2019/09/09 00:00:00+00,2019/09/09 00:00:00+00,84.9519740295837,390.577964291431,,"75215,30916,VESTINGSTRAAT,59,63,,A,Antwerpen,2018,winkel 3,gebouw,2019/09/09 00:00:00+00,opname,84.9519740295837,390.577964291431","Auwersstraat 66, 2600 Antwerpen","Vestingstraat 59, 2018 Antwerpen",eerste_huisnummer,gevonden,hoog,"Vestingstraat 59, 2018 Antwerpen",basisregisters_huisnummer_aangeduidDoorBeheerder,51.216078977664985,4.419714153027356,153560.45,211793.2,1.850,1-2 km,
66.9,B,9.5,94.3,100.0,100.0,100.0,12,0,6.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Adolf Greinerstraat 21, 2660 Hoboken",ADOLF GREINERSTRAAT,21,,,H,Hoboken,2660,,0,12,12,75447 | 75448 | 75449 | 75450 | 75451 | 75452 | 75453 | 75454 | 75455 | 75456 | 75457 | 75458,30572 | 30766 | 30768 | 30769 | 30770 | 30771 | 30772 | 30774 | 30775 | 30776 | 30778 | 30779,gelijkvloers 1 | gelijkvloers 2 | gelijkvloers 3 | gelijkvloers 4 | 1ste verdieping 1.1 | 1ste verdieping 1.2 | 1ste verdieping 1.3 | 1ste verdieping 1.4 | 2de verdieping 2.1 | 2de verdieping 2.2 | 2de verdieping 2.3 | 2de verdieping 2.4,woning,woning:12,opname,opname:12,2019/07/24 00:00:00+00,2019/09/16 00:00:00+00,2019/09/16 00:00:00+00 | 2019/07/24 00:00:00+00,242.382591610113,3183.28796463823,OBJECTID | pnd_id | reg_entiteit | reg_opnamedatum,"75447,30572,ADOLF GREINERSTRAAT,21,,,H,Hoboken,2660,gelijkvloers 1,woning,2019/09/16 00:00:00+00,opname,242.382591610113,3183.28796463823 | 75448,30766,ADOLF GREINERSTRAAT,21,,,H,Hoboken,2660,gelijkvloers 2,woning,2019/09/16 00:00:00+00,opname,242.382591610113,3183.28796463823 | 75449,30768,ADOLF GREINERSTRAAT,21,,,H,Hoboken,2660,gelijkvloers 3,woning,2019/07/24 00:00:00+00,opname,242.382591610113,3183.28796463823 | 75450,30769,ADOLF GREINERSTRAAT,21,,,H,Hoboken,2660,gelijkvloers 4,woning,2019/09/16 00:00:00+00,opname,242.382591610113,3183.28796463823 | 75451,30770,ADOLF GREINERSTRAAT,21,,,H,Hoboken,2660,1ste verdieping 1.1,woning,2019/09/16 00:00:00+00,opname,242.382591610113,3183.28796463823 | 75452,30771,ADOLF GREINERSTRAAT,21,,,H,Hoboken,2660,1ste verdieping 1.2,woning,2019/09/16 00:00:00+00,opname,242.382591610113,3183.28796463823 | 75453,30772,ADOLF GREINERSTRAAT,21,,,H,Hoboken,2660,1ste verdieping 1.3,woning,2019/07/24 00:00:00+00,opname,242.382591610113,3183.28796463823 | 75454,30774,ADOLF GREINERSTRAAT,21,,,H,Hoboken,2660,1ste verdieping 1.4,woning,2019/09/16 00:00:00+00,opname,242.382591610113,3183.28796463823 | 75455,30775,ADOLF GREINERSTRAAT,21,,,H,Hoboken,2660,2de verdieping 2.1,woning,2019/09/16 00:00:00+00,opname,242.382591610113,3183.28796463823 | 75456,30776,ADOLF GREINERSTRAAT,21,,,H,Hoboken,2660,2de verdieping 2.2,woning,2019/07/24 00:00:00+00,opname,242.382591610113,3183.28796463823 | 75457,30778,ADOLF GREINERSTRAAT,21,,,H,Hoboken,2660,2de verdieping 2.3,woning,2019/09/16 00:00:00+00,opname,242.382591610113,3183.28796463823 | 75458,30779,ADOLF GREINERSTRAAT,21,,,H,Hoboken,2660,2de verdieping 2.4,woning,2019/07/24 00:00:00+00,opname,242.382591610113,3183.28796463823","Auwersstraat 66, 2600 Antwerpen","Adolf Greinerstraat 21, 2660 Antwerpen",volledig_huisnummer,gevonden,hoog,"Adolf Greinerstraat 21, 2660 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.17169190909536,4.3353847720228025,147665.98,206854.23,7.076,5-10 km,
66.8,B,45.5,86.6,73.2,69.3,78.7,4,0,5.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Sint-Jacobsmarkt 95, 2000 Antwerpen",SINT-JACOBSMARKT,95,,,A,Antwerpen,2000,,0,4,4,75645 | 75646 | 75647 | 75648,31506 | 32710 | 32712 | 32713,gelijkvloers | 1e verdieping | 2e verdieping | 3e verdieping,gebouw | woning,woning:3 | gebouw:1,opname,opname:4,2020/10/20 00:00:00+00,2020/10/22 00:00:00+00,2020/10/20 00:00:00+00 | 2020/10/22 00:00:00+00,50.8200041072386,83.5127083204002,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"75645,31506,SINT-JACOBSMARKT,95,,,A,Antwerpen,2000,gelijkvloers,gebouw,2020/10/20 00:00:00+00,opname,50.8200041072386,83.5127083204002 | 75646,32710,SINT-JACOBSMARKT,95,,,A,Antwerpen,2000,1e verdieping,woning,2020/10/22 00:00:00+00,opname,50.8200041072386,83.5127083204002 | 75647,32712,SINT-JACOBSMARKT,95,,,A,Antwerpen,2000,2e verdieping,woning,2020/10/22 00:00:00+00,opname,50.8200041072386,83.5127083204002 | 75648,32713,SINT-JACOBSMARKT,95,,,A,Antwerpen,2000,3e verdieping,woning,2020/10/22 00:00:00+00,opname,50.8200041072386,83.5127083204002","Auwersstraat 66, 2600 Antwerpen","Sint-Jacobsmarkt 95, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Sint-Jacobsmarkt 95, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.22005259836775,4.415121784629118,153239.29,212235.07,2.365,2-5 km,
66.8,B,35.3,94.7,81.5,71.3,73.8,5,0,7.0,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Stijfselstraat 28-30, 2000 Antwerpen",STIJFSELSTRAAT,28,30,,A,Antwerpen,2000,,0,5,5,75722 | 75723 | 75724 | 75725 | 75726,30543 | 30599 | 30600 | 30601 | 30602,verdieping 1 | verdieping 2 | verdieping 3 | tussenverdieping | verdieping 4,woning | gebouw,woning:3 | gebouw:2,opname,opname:5,2019/06/28 00:00:00+00,2019/06/28 00:00:00+00,2019/06/28 00:00:00+00,39.5507210843973,94.6127159051489,OBJECTID | pnd_id | reg_entiteit | reg_aard,"75722,30543,STIJFSELSTRAAT,28,30,,A,Antwerpen,2000,verdieping 1,woning,2019/06/28 00:00:00+00,opname,39.5507210843973,94.6127159051489 | 75723,30599,STIJFSELSTRAAT,28,30,,A,Antwerpen,2000,verdieping 2,woning,2019/06/28 00:00:00+00,opname,39.5507210843973,94.6127159051489 | 75724,30600,STIJFSELSTRAAT,28,30,,A,Antwerpen,2000,verdieping 3,woning,2019/06/28 00:00:00+00,opname,39.5507210843973,94.6127159051489 | 75725,30601,STIJFSELSTRAAT,28,30,,A,Antwerpen,2000,tussenverdieping,gebouw,2019/06/28 00:00:00+00,opname,39.5507210843973,94.6127159051489 | 75726,30602,STIJFSELSTRAAT,28,30,,A,Antwerpen,2000,verdieping 4,gebouw,2019/06/28 00:00:00+00,opname,39.5507210843973,94.6127159051489","Auwersstraat 66, 2600 Antwerpen","Stijfselstraat, 2000 Antwerpen",straat_postcode,gevonden,middel,"Stijfselstraat, Antwerpen",basisregisters_straat,51.226351587646576,4.410801590876913,152937.05,212935.68,3.127,2-5 km,
66.7,B,48.5,100.0,31.5,90.9,93.7,1,0,11.0,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Broederminstraat 50, 2018 Antwerpen",BROEDERMINSTRAAT,50,,,A,Antwerpen,2018,,0,1,1,75059,23484,nvt,gebouw,gebouw:1,opname,opname:1,2015/07/13 00:00:00+00,2015/07/13 00:00:00+00,2015/07/13 00:00:00+00,109.037437800638,335.673812451687,,"75059,23484,BROEDERMINSTRAAT,50,,,A,Antwerpen,2018,nvt,gebouw,2015/07/13 00:00:00+00,opname,109.037437800638,335.673812451687","Auwersstraat 66, 2600 Antwerpen","Broederminstraat 50, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Broederminstraat 50, 2018 Antwerpen",basisregisters_huisnummer_aangeduidDoorBeheerder,51.2018542575663,4.395122658301838,151842.76,210209.73,2.173,2-5 km,
66.5,B,39.2,99.6,50.0,90.6,87.9,1,0,7.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Vondelstraat 10-14, 2060 Antwerpen",VONDELSTRAAT,10,14,,A,Antwerpen,2060,,0,2,2,75694 | 75695,29059 | 29060,Handelsgelijkvloers | Verdieping 1 + 2,gebouw | woning,gebouw:1 | woning:1,opname | aanvraagschrapping,opname:1 | aanvraagschrapping:1,2018/08/03 00:00:00+00,2018/08/03 00:00:00+00,2018/08/03 00:00:00+00,81.1739102895003,329.184985058266,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_status,"75694,29059,VONDELSTRAAT,10,14,,A,Antwerpen,2060,Handelsgelijkvloers,gebouw,2018/08/03 00:00:00+00,opname,81.1739102895003,329.184985058266 | 75695,29060,VONDELSTRAAT,10,14,,A,Antwerpen,2060,Verdieping 1 + 2,woning,2018/08/03 00:00:00+00,aanvraagschrapping,81.1739102895003,329.184985058266","Auwersstraat 66, 2600 Antwerpen","Vondelstraat 10, 2060 Antwerpen",eerste_huisnummer,gevonden,hoog,"Vondelstraat 10, 2060 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.22440410077693,4.4163446152669135,153324.41,212719.25,2.806,2-5 km,
66.4,B,61.0,82.9,31.5,88.2,92.6,1,0,5.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Lange Kievitstraat 54, 2018 Antwerpen",LANGE KIEVITSTRAAT,54,,,A,Antwerpen,2018,,0,1,1,75655,33402,handelshuis,gebouw,gebouw:1,opname,opname:1,2021/04/26 00:00:00+00,2021/04/26 00:00:00+00,2021/04/26 00:00:00+00,102.922096524251,281.507273915748,,"75655,33402,LANGE KIEVITSTRAAT,54,,,A,Antwerpen,2018,handelshuis,gebouw,2021/04/26 00:00:00+00,opname,102.922096524251,281.507273915748","Auwersstraat 66, 2600 Antwerpen","Lange Kievitstraat 54, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Lange Kievitstraat 54, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21273341137758,4.420100702276796,153587.72,211421.01,1.484,1-2 km,
66.1,B,69.1,72.4,31.5,85.9,90.1,1,0,3.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Generaal Lemanstraat 18, 2600 Berchem",GENERAAL LEMANSTRAAT,18,,,R,Berchem,2600,,0,1,1,75354,35636,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/08/03 00:00:00+00,2022/08/03 00:00:00+00,2022/08/03 00:00:00+00,90.973697071284,243.458391528039,,"75354,35636,GENERAAL LEMANSTRAAT,18,,,R,Berchem,2600,gelijkvloers,gebouw,2022/08/03 00:00:00+00,opname,90.973697071284,243.458391528039","Auwersstraat 66, 2600 Antwerpen","Generaal Lemanstraat 18, 2600 Antwerpen",volledig_huisnummer,gevonden,hoog,"Generaal Lemanstraat 18, 2600 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.19685278851711,4.410973702151153,152950.97,209653.82,1.109,1-2 km,
66.1,B,38.2,100.0,63.1,73.2,78.7,3,0,11.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Waalsekaai 56, 2000 Antwerpen",WAALSEKAAI,56,,,A,Antwerpen,2000,,0,3,3,75288 | 75289 | 75290,22221 | 28405 | 28406,Handelsgelijkvloers | woning 1 | woning 2,gebouw | woning,woning:2 | gebouw:1,opname,opname:3,2014/08/04 00:00:00+00,2018/03/12 00:00:00+00,2014/08/04 00:00:00+00 | 2018/03/12 00:00:00+00,50.8652843064867,106.964872735159,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"75288,22221,WAALSEKAAI,56,,,A,Antwerpen,2000,Handelsgelijkvloers,gebouw,2014/08/04 00:00:00+00,opname,50.8652843064867,106.964872735159 | 75289,28405,WAALSEKAAI,56,,,A,Antwerpen,2000,woning 1,woning,2018/03/12 00:00:00+00,opname,50.8652843064867,106.964872735159 | 75290,28406,WAALSEKAAI,56,,,A,Antwerpen,2000,woning 2,woning,2018/03/12 00:00:00+00,opname,50.8652843064867,106.964872735159","Auwersstraat 66, 2600 Antwerpen","Waalsekaai 56, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Waalsekaai 56, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20826092808062,4.386901188657124,151267.95,210922.32,2.889,2-5 km,
66.0,B,52.5,100.0,31.5,79.0,85.1,1,0,9.8,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Turnhoutsebaan 335, 2140 Borgerhout",TURNHOUTSEBAAN,335,,,T,Borgerhout,2140,,0,1,1,75156,26225,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2016/09/02 00:00:00+00,2016/09/02 00:00:00+00,2016/09/02 00:00:00+00,70.4596742032055,155.774669935725,,"75156,26225,TURNHOUTSEBAAN,335,,,T,Borgerhout,2140,handelsgelijkvloers,gebouw,2016/09/02 00:00:00+00,opname,70.4596742032055,155.774669935725","Auwersstraat 66, 2600 Antwerpen","Turnhoutsebaan 335, 2140 Antwerpen",volledig_huisnummer,gevonden,hoog,"Turnhoutsebaan 335, 2140 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21430674098769,4.441597972374914,155089.72,211597.32,1.933,1-2 km,
66.0,B,47.5,100.0,31.5,90.7,89.8,1,0,12.1,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Sint-Willibrordusstraat 45, 2060 Antwerpen",SINT-WILLIBRORDUSSTRAAT,45,,,A,Antwerpen,2060,,0,1,1,75521,21867,nvt,gebouw,gebouw:1,opname,opname:1,2014/06/02 00:00:00+00,2014/06/02 00:00:00+00,2014/06/02 00:00:00+00,89.5338027760261,330.043118824146,,"75521,21867,SINT-WILLIBRORDUSSTRAAT,45,,,A,Antwerpen,2060,nvt,gebouw,2014/06/02 00:00:00+00,opname,89.5338027760261,330.043118824146","Auwersstraat 66, 2600 Antwerpen","Sint-Willibrordusstraat 45, 2060 Antwerpen",volledig_huisnummer,gevonden,hoog,"Sint-Willibrordusstraat 45, 2060 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21978030885431,4.431028624988275,154350.67,212205.6,2.235,2-5 km,
66.0,B,47.4,100.0,31.5,90.7,89.8,1,0,12.1,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Sint-Willibrordusstraat 43, 2060 Antwerpen",SINT-WILLIBRORDUSSTRAAT,43,,,A,Antwerpen,2060,,0,1,1,75520,12155,nvt,gebouw,gebouw:1,opname,opname:1,2014/06/02 00:00:00+00,2014/06/02 00:00:00+00,2014/06/02 00:00:00+00,89.5338027760261,330.043118824146,,"75520,12155,SINT-WILLIBRORDUSSTRAAT,43,,,A,Antwerpen,2060,nvt,gebouw,2014/06/02 00:00:00+00,opname,89.5338027760261,330.043118824146","Auwersstraat 66, 2600 Antwerpen","Sint-Willibrordusstraat 43, 2060 Antwerpen",volledig_huisnummer,gevonden,hoog,"Sint-Willibrordusstraat 43, 2060 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21982695553253,4.431034413164211,154351.07,212210.79,2.240,2-5 km,
66.0,B,46.1,100.0,31.5,93.3,91.5,1,0,11.1,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Herentalsebaan 84-86, 2100 Deurne",HERENTALSEBAAN,84,86,,D,Deurne,2100,,0,1,1,74899,23321,Handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2015/06/12 00:00:00+00,2015/06/12 00:00:00+00,2015/06/12 00:00:00+00,97.7591655939697,391.234172656924,,"74899,23321,HERENTALSEBAAN,84,86,,D,Deurne,2100,Handelsgelijkvloers,gebouw,2015/06/12 00:00:00+00,opname,97.7591655939697,391.234172656924","Auwersstraat 66, 2600 Antwerpen","Herentalsebaan 84, 2100 Antwerpen",eerste_huisnummer,gevonden,hoog,"Herentalsebaan 84, 2100 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.209426216984824,4.45569183677582,156075.17,211055.41,2.325,2-5 km,
65.7,B,62.2,82.8,31.5,82.2,88.5,1,0,5.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Bouwhandelstraat 105, 2140 Borgerhout",BOUWHANDELSTRAAT,105,,,T,Borgerhout,2140,,0,1,1,75771,33414,volledig pand,woning,woning:1,opname,opname:1,2021/05/03 00:00:00+00,2021/05/03 00:00:00+00,2021/05/03 00:00:00+00,83.9792368382362,191.396528802758,,"75771,33414,BOUWHANDELSTRAAT,105,,,T,Borgerhout,2140,volledig pand,woning,2021/05/03 00:00:00+00,opname,83.9792368382362,191.396528802758","Auwersstraat 66, 2600 Antwerpen","Bouwhandelstraat 105, 2140 Antwerpen",volledig_huisnummer,gevonden,hoog,"Bouwhandelstraat 105, 2140 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.203765937421835,4.4455059035502025,155364.01,210424.89,1.425,1-2 km,
65.5,B,38.4,95.9,50.0,89.1,91.8,2,0,7.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Hortensiastraat 20, 2020 Antwerpen",HORTENSIASTRAAT,20,,,A,Antwerpen,2020,,0,2,2,75029 | 75030,30093 | 30094,gelijkvloers | 1ste verdiep,woning,woning:2,opname,opname:2,2019/04/08 00:00:00+00,2019/04/08 00:00:00+00,2019/04/08 00:00:00+00,99.2725399767346,297.911017991916,OBJECTID | pnd_id | reg_entiteit,"75029,30093,HORTENSIASTRAAT,20,,,A,Antwerpen,2020,gelijkvloers,woning,2019/04/08 00:00:00+00,opname,99.2725399767346,297.911017991916 | 75030,30094,HORTENSIASTRAAT,20,,,A,Antwerpen,2020,1ste verdiep,woning,2019/04/08 00:00:00+00,opname,99.2725399767346,297.911017991916","Auwersstraat 66, 2600 Antwerpen","Hortensiastraat 20, 2020 Antwerpen",volledig_huisnummer,gevonden,hoog,"Hortensiastraat 20, 2020 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.18470328562014,4.392882858771017,151686.85,208301.57,2.872,2-5 km,
65.4,B,53.6,94.9,31.5,82.1,84.2,1,0,7.1,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Frankrijklei 138, 2000 Antwerpen",FRANKRIJKLEI,138,,,A,Antwerpen,2000,,0,1,1,74964,28895,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2019/06/13 00:00:00+00,2019/06/13 00:00:00+00,2019/06/13 00:00:00+00,67.3107666846885,190.220749395601,,"74964,28895,FRANKRIJKLEI,138,,,A,Antwerpen,2000,handelsgelijkvloers,gebouw,2019/06/13 00:00:00+00,opname,67.3107666846885,190.220749395601","Auwersstraat 66, 2600 Antwerpen","Frankrijklei 138, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Frankrijklei 138, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21357421026916,4.41035768671537,152906.85,211514.12,1.873,1-2 km,
65.2,B,66.3,60.1,63.1,69.2,75.0,3,0,2.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Wipstraat 29, 2018 Antwerpen",WIPSTRAAT,29,,,A,Antwerpen,2018,,0,3,3,74906 | 74907 | 74908,36920 | 36921 | 36922,gelijkvloers | 1ste verdieping | 2de verdieping,woning,woning:3,opname,opname:3,2023/10/02 00:00:00+00,2023/10/02 00:00:00+00,2023/10/02 00:00:00+00,41.9857836579068,82.7593065197864,OBJECTID | pnd_id | reg_entiteit,"74906,36920,WIPSTRAAT,29,,,A,Antwerpen,2018,gelijkvloers,woning,2023/10/02 00:00:00+00,opname,41.9857836579068,82.7593065197864 | 74907,36921,WIPSTRAAT,29,,,A,Antwerpen,2018,1ste verdieping,woning,2023/10/02 00:00:00+00,opname,41.9857836579068,82.7593065197864 | 74908,36922,WIPSTRAAT,29,,,A,Antwerpen,2018,2de verdieping,woning,2023/10/02 00:00:00+00,opname,41.9857836579068,82.7593065197864","Auwersstraat 66, 2600 Antwerpen","Wipstraat 29, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Wipstraat 29, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.210985942163106,4.424853043660498,153919.95,211226.84,1.233,1-2 km,
