score_totaal,prioriteit,score_afstand,score_ouderdom,score_deduplicaties,score_area,score_length,opname_count,kennisgeving_count,leegstand_jaren_sinds_eerste_opname,score_uitleg,adres,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,busnummers,busnummer_count,samengevoegde_regels,unieke_pnd_ids_count,objectids,pnd_ids,reg_entiteiten,reg_aarden,reg_aard_telling,reg_statussen,reg_status_telling,eerste_opnamedatum,laatste_opnamedatum,alle_opnamedata,shape_lengths,shape_areas,verschillende_velden,bronregels_volledig,afstand_origin_adres,geocode_query,geocode_strategy,geocode_status,geocode_quality,geocode_formatted_address,geocode_location_type,lat_wgs84,lon_wgs84,x_lambert72,y_lambert72,afstand_hemelsbreed_km,afstand_bucket,geocode_error
48.5,C,29.6,48.7,31.5,100.0,96.4,1,0,1.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Jachtlaan 39, 2610 Wilrijk",JACHTLAAN,39,,,W,Wilrijk,2610,,0,1,1,75088,39810,volledig pand,woning,woning:1,opname,opname:1,2024/08/02 00:00:00+00,2024/08/02 00:00:00+00,2024/08/02 00:00:00+00,125.230500677553,899.163937698916,,"75088,39810,JACHTLAAN,39,,,W,Wilrijk,2610,volledig pand,woning,2024/08/02 00:00:00+00,opname,125.230500677553,899.163937698916","Auwersstraat 66, 2600 Antwerpen","Jachtlaan 39, 2610 Antwerpen",volledig_huisnummer,gevonden,hoog,"Jachtlaan 39, 2610 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.16747467886511,4.418114875525779,153452.35,206385.73,3.654,2-5 km,
48.5,C,20.2,75.2,31.5,78.5,85.7,1,0,4.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Bredabaan 328, 2170 Merksem",BREDABAAN,328,,,M,Merksem,2170,,0,1,1,75064,35156,volledig pand,gebouw,gebouw:1,opname,opname:1,2022/04/12 00:00:00+00,2022/04/12 00:00:00+00,2022/04/12 00:00:00+00,72.6254546619719,150.750591218725,,"75064,35156,BREDABAAN,328,,,M,Merksem,2170,volledig pand,gebouw,2022/04/12 00:00:00+00,opname,72.6254546619719,150.750591218725","Auwersstraat 66, 2600 Antwerpen","Bredabaan 328, 2170 Antwerpen",volledig_huisnummer,gevonden,hoog,"Bredabaan 328, 2170 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.24214850485889,4.43963598393786,154949.64,214694.72,4.792,2-5 km,
48.4,C,70.5,17.4,31.5,62.8,69.4,0,1,0.5,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Vijfhoekstraat 33, 2600 Berchem",VIJFHOEKSTRAAT,33,,,R,Berchem,2600,,0,1,1,75828,51280,volledig pand,woning,woning:1,kennisgeving,kennisgeving:1,2026/01/13 00:00:00+00,2026/01/13 00:00:00+00,2026/01/13 00:00:00+00,31.4820684810765,54.6578735280949,,"75828,51280,VIJFHOEKSTRAAT,33,,,R,Berchem,2600,volledig pand,woning,2026/01/13 00:00:00+00,kennisgeving,31.4820684810765,54.6578735280949","Auwersstraat 66, 2600 Antwerpen","Vijfhoekstraat 33, 2600 Antwerpen",volledig_huisnummer,gevonden,hoog,"Vijfhoekstraat 33, 2600 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.19504039650129,4.4132663268387455,153111.35,209452.28,1.047,1-2 km,
48.4,C,5.2,94.2,31.5,81.1,87.8,1,0,6.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"August Scheyvaertslaan 54, 2180 Ekeren",AUGUST SCHEYVAERTSLAAN,54,,,E,Ekeren,2180,,0,1,1,75338,30802,gezinswoning,woning,woning:1,opname,opname:1,2019/07/29 00:00:00+00,2019/07/29 00:00:00+00,2019/07/29 00:00:00+00,80.8170421369242,178.103490557173,,"75338,30802,AUGUST SCHEYVAERTSLAAN,54,,,E,Ekeren,2180,gezinswoning,woning,2019/07/29 00:00:00+00,opname,80.8170421369242,178.103490557173","Auwersstraat 66, 2600 Antwerpen","August Scheyvaertslaan 54, 2180 Antwerpen",volledig_huisnummer,gevonden,hoog,"August Scheyvaertslaan 54, 2180 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.27976721745253,4.422735199271994,153766.32,218879.04,8.885,5-10 km,
48.4,C,0.3,100.0,31.5,83.6,87.4,1,0,16.5,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Solftplaats 8, 2040 Bezali",SOLFTPLAATS,8,,,Z,Bezali,2040,,0,1,1,75614,5122,nvt,woning,woning:1,opname,opname:1,2010/01/01 00:00:00+00,2010/01/01 00:00:00+00,2010/01/01 00:00:00+00,79.3873479401216,209.765761498665,,"75614,5122,SOLFTPLAATS,8,,,Z,Bezali,2040,nvt,woning,2010/01/01 00:00:00+00,opname,79.3873479401216,209.765761498665","Auwersstraat 66, 2600 Antwerpen","Solftplaats 8, 2040 Antwerpen",volledig_huisnummer,gevonden,hoog,"Solftplaats 8, 2040 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.34407457645058,4.315309041287842,146275.53,226033.7,17.802,10+ km,
48.3,C,29.0,52.6,31.5,94.9,91.1,1,0,2.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Wenigerstraat 19, 2150 Borsbeek",WENIGERSTRAAT,19,,1,K,Borsbeek,2150,1,1,1,1,75198,40815,A1,woning,woning:1,opname,opname:1,2024/04/29 00:00:00+00,2024/04/29 00:00:00+00,2024/04/29 00:00:00+00,95.7565879550454,433.171169712302,,"75198,40815,WENIGERSTRAAT,19,,1,K,Borsbeek,2150,A1,woning,2024/04/29 00:00:00+00,opname,95.7565879550454,433.171169712302","Auwersstraat 66, 2600 Antwerpen","Wenigerstraat 19, 2150 Antwerpen",volledig_huisnummer,gevonden,hoog,"Wenigerstraat 19, 2150 Antwerpen",basisregisters_huisnummer_aangeduidDoorBeheerder,51.19783807095006,4.479070032293357,157710.82,209768.37,3.713,2-5 km,
48.3,C,26.7,80.5,31.5,59.1,67.8,1,0,4.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Ijzerlaan 53, 2060 Antwerpen",IJZERLAAN,53,,,A,Antwerpen,2060,,0,1,1,74962,33998,volledig pand,woning,woning:1,opname,opname:1,2021/08/19 00:00:00+00,2021/08/19 00:00:00+00,2021/08/19 00:00:00+00,28.9568210836659,43.0059525573264,,"74962,33998,IJZERLAAN,53,,,A,Antwerpen,2060,volledig pand,woning,2021/08/19 00:00:00+00,opname,28.9568210836659,43.0059525573264","Auwersstraat 66, 2600 Antwerpen","Ijzerlaan 53, 2060 Antwerpen",volledig_huisnummer,gevonden,hoog,"IJzerlaan 53, 2060 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.235570576750035,4.427283948048813,154087.64,213962.13,3.966,2-5 km,
48.2,C,21.7,66.8,31.5,86.0,91.1,1,0,3.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Jan Goovaersstraat 21, 2150 Borsbeek",JAN GOOVAERSSTRAAT,21,,,K,Borsbeek,2150,,0,1,1,75025,40793,volledig pand,woning,woning:1,opname,opname:1,2023/03/02 00:00:00+00,2023/03/02 00:00:00+00,2023/03/02 00:00:00+00,95.5768916720492,244.706055480081,,"75025,40793,JAN GOOVAERSSTRAAT,21,,,K,Borsbeek,2150,volledig pand,woning,2023/03/02 00:00:00+00,opname,95.5768916720492,244.706055480081","Auwersstraat 66, 2600 Antwerpen","Jan Goovaersstraat 21, 2150 Antwerpen",volledig_huisnummer,gevonden,hoog,"Jan Goovaersstraat 21, 2150 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.19358238488462,4.490792226936305,158530.98,209296.2,4.580,2-5 km,
48.1,C,37.7,38.7,31.5,94.3,94.6,1,0,1.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Wolstraat 7, 2000 Antwerpen",WOLSTRAAT,7,,2,A,Antwerpen,2000,2,1,1,1,75011,35017,1e verdieping vooraan,woning,woning:1,opname,opname:1,2025/02/27 00:00:00+00,2025/02/27 00:00:00+00,2025/02/27 00:00:00+00,113.982196243137,415.466605160323,,"75011,35017,WOLSTRAAT,7,,2,A,Antwerpen,2000,1e verdieping vooraan,woning,2025/02/27 00:00:00+00,opname,113.982196243137,415.466605160323","Auwersstraat 66, 2600 Antwerpen","Wolstraat 7, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Wolstraat 7, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.22181499150826,4.402792858594354,152377.82,212430.67,2.928,2-5 km,
48.1,C,28.1,53.3,31.5,95.7,89.8,1,0,2.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"De Robianostraat 138, 2150 Borsbeek",DE ROBIANOSTRAAT,138,,,K,Borsbeek,2150,,0,1,1,75345,40799,1ste verdieping rechts,woning,woning:1,opname,opname:1,2024/04/09 00:00:00+00,2024/04/09 00:00:00+00,2024/04/09 00:00:00+00,89.5463292585995,456.420406361648,,"75345,40799,DE ROBIANOSTRAAT,138,,,K,Borsbeek,2150,1ste verdieping rechts,woning,2024/04/09 00:00:00+00,opname,89.5463292585995,456.420406361648","Auwersstraat 66, 2600 Antwerpen","De Robianostraat 138, 2150 Antwerpen",volledig_huisnummer,gevonden,hoog,"de Robianostraat 138, 2150 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.19488916672064,4.479983848755509,157775.19,209440.39,3.811,2-5 km,
47.9,C,37.3,52.4,31.5,75.9,79.1,1,0,2.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Stadswaag 17, 2000 Antwerpen",STADSWAAG,17,,,A,Antwerpen,2000,,0,1,1,75343,39014,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2024/05/03 00:00:00+00,2024/05/03 00:00:00+00,2024/05/03 00:00:00+00,51.8816815526056,127.417622855472,,"75343,39014,STADSWAAG,17,,,A,Antwerpen,2000,gelijkvloers,gebouw,2024/05/03 00:00:00+00,opname,51.8816815526056,127.417622855472","Auwersstraat 66, 2600 Antwerpen","Stadswaag 17, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Stadswaag 17, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.22367810389866,4.407111389464845,152679.42,212638.1,2.955,2-5 km,
47.9,C,35.4,59.7,31.5,68.8,76.0,1,0,2.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Sint-Paulusstraat 38, 2000 Antwerpen",SINT-PAULUSSTRAAT,38,,,A,Antwerpen,2000,,0,1,1,75791,36844,volledig pand,gebouw,gebouw:1,opname,opname:1,2023/10/16 00:00:00+00,2023/10/16 00:00:00+00,2023/10/16 00:00:00+00,44.2442427938575,80.473513755598,,"75791,36844,SINT-PAULUSSTRAAT,38,,,A,Antwerpen,2000,volledig pand,gebouw,2023/10/16 00:00:00+00,opname,44.2442427938575,80.473513755598","Auwersstraat 66, 2600 Antwerpen","Sint-Paulusstraat 38, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Sint-Paulusstraat 38, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.223820508149025,4.40269329455345,152370.76,212653.79,3.119,2-5 km,
47.9,C,27.9,60.5,31.5,80.9,87.6,1,0,2.8,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Ter Heydelaan 101, 2100 Deurne",TER HEYDELAAN,101,,,D,Deurne,2100,,0,1,1,75831,36762,volledig pand,woning,woning:1,opname,opname:1,2023/09/21 00:00:00+00,2023/09/21 00:00:00+00,2023/09/21 00:00:00+00,79.9366875741481,175.794733961071,,"75831,36762,TER HEYDELAAN,101,,,D,Deurne,2100,volledig pand,woning,2023/09/21 00:00:00+00,opname,79.9366875741481,175.794733961071","Auwersstraat 66, 2600 Antwerpen","Ter Heydelaan 101, 2100 Antwerpen",volledig_huisnummer,gevonden,hoog,"Ter Heydelaan 101, 2100 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.22669979063933,4.460618484444662,156417.06,212977.59,3.834,2-5 km,
47.8,C,38.6,56.7,31.5,67.4,71.1,1,0,2.5,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Waalsekaai 44, 2000 Antwerpen",WAALSEKAAI,44,,,A,Antwerpen,2000,,0,1,1,75762,28652,gelijkvloers+ 1ste verdieping,gebouw,gebouw:1,opname,opname:1,2024/01/10 00:00:00+00,2024/01/10 00:00:00+00,2024/01/10 00:00:00+00,34.3975346387675,73.591301155613,,"75762,28652,WAALSEKAAI,44,,,A,Antwerpen,2000,gelijkvloers+ 1ste verdieping,gebouw,2024/01/10 00:00:00+00,opname,34.3975346387675,73.591301155613","Auwersstraat 66, 2600 Antwerpen","Waalsekaai 44, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Waalsekaai 44, 2000 Antwerpen",basisregisters_huisnummer_aangeduidDoorBeheerder,51.20916877638004,4.3878963643847975,151337.47,211023.34,2.858,2-5 km,
47.8,C,36.6,48.8,31.5,82.8,81.8,1,0,1.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Sint-Augustinuslaan 1, 2610 Wilrijk",SINT-AUGUSTINUSLAAN,1,,,W,Wilrijk,2610,,0,1,1,75398,36831,Huis,woning,woning:1,opname,opname:1,2024/07/30 00:00:00+00,2024/07/30 00:00:00+00,2024/07/30 00:00:00+00,59.5321870209934,199.327980474897,,"75398,36831,SINT-AUGUSTINUSLAAN,1,,,W,Wilrijk,2610,Huis,woning,2024/07/30 00:00:00+00,opname,59.5321870209934,199.327980474897","Auwersstraat 66, 2600 Antwerpen","Sint-Augustinuslaan 1, 2610 Antwerpen",volledig_huisnummer,gevonden,hoog,"Sint-Augustinuslaan 1, 2610 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.17337380443918,4.417206656311219,153388.39,207041.98,3.019,2-5 km,
47.7,C,35.6,71.5,31.5,50.9,61.2,1,0,3.8,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Falconrui 56, 2000 Antwerpen",FALCONRUI,56,,,A,Antwerpen,2000,,0,1,1,75324,35783,volledig pand,woning,woning:1,opname,opname:1,2022/09/07 00:00:00+00,2022/09/07 00:00:00+00,2022/09/07 00:00:00+00,20.5122007994954,25.0501091621321,,"75324,35783,FALCONRUI,56,,,A,Antwerpen,2000,volledig pand,woning,2022/09/07 00:00:00+00,opname,20.5122007994954,25.0501091621321","Auwersstraat 66, 2600 Antwerpen","Falconrui 56, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Falconrui 56, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.225307530794204,4.407877012661871,152732.81,212819.41,3.096,2-5 km,
47.6,C,20.9,70.5,31.5,80.0,83.9,1,0,3.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Sint-Bartholomeusstraat 7, 2170 Merksem",SINT-BARTHOLOMEUSSTRAAT,7,,,M,Merksem,2170,,0,1,1,74882,35919,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/10/18 00:00:00+00,2022/10/18 00:00:00+00,2022/10/18 00:00:00+00,66.3204475765843,165.900104081544,,"74882,35919,SINT-BARTHOLOMEUSSTRAAT,7,,,M,Merksem,2170,gelijkvloers,gebouw,2022/10/18 00:00:00+00,opname,66.3204475765843,165.900104081544","Auwersstraat 66, 2600 Antwerpen","Sint-Bartholomeusstraat 7, 2170 Antwerpen",volledig_huisnummer,gevonden,hoog,"Sint-Bartholomeusstraat 7, 2170 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.24111714265593,4.4405915150686734,155016.48,214580.04,4.693,2-5 km,
47.6,C,14.9,72.5,31.5,89.7,89.9,1,0,3.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Oudebareellei 69-71, 2170 Merksem",OUDEBAREELLEI,69,71,,M,Merksem,2170,,0,1,1,75003,35613,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/08/01 00:00:00+00,2022/08/01 00:00:00+00,2022/08/01 00:00:00+00,90.1810309497569,310.205234958567,,"75003,35613,OUDEBAREELLEI,69,71,,M,Merksem,2170,gelijkvloers,gebouw,2022/08/01 00:00:00+00,opname,90.1810309497569,310.205234958567","Auwersstraat 66, 2600 Antwerpen","Oudebareellei 69, 2170 Antwerpen",eerste_huisnummer,gevonden,hoog,"Oudebareellei 69, 2170 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.24750194657968,4.457103353698825,156168.73,215291.64,5.719,5-10 km,
47.5,C,56.5,15.7,31.5,88.4,85.7,0,1,0.4,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Bosmanslei 33, 2018 Antwerpen",BOSMANSLEI,33,,,A,Antwerpen,2018,,0,1,1,75766,52650,volledig pand,woning,woning:1,kennisgeving,kennisgeving:1,2026/02/02 00:00:00+00,2026/02/02 00:00:00+00,2026/02/02 00:00:00+00,72.7750626008189,285.209836165074,,"75766,52650,BOSMANSLEI,33,,,A,Antwerpen,2018,volledig pand,woning,2026/02/02 00:00:00+00,kennisgeving,72.7750626008189,285.209836165074","Auwersstraat 66, 2600 Antwerpen","Bosmanslei 33, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Bosmanslei 33, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.19516933266681,4.4027780276023565,152378.17,209466.23,1.711,1-2 km,
47.5,C,56.2,30.8,31.5,65.6,74.3,1,0,1.0,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Anselmostraat 52, 2018 Antwerpen",ANSELMOSTRAAT,52,,,A,Antwerpen,2018,,0,1,1,75600,39317,Volledig pand,woning,woning:1,opname,opname:1,2025/07/14 00:00:00+00,2025/07/14 00:00:00+00,2025/07/14 00:00:00+00,40.555991259738,65.5451944020255,,"75600,39317,ANSELMOSTRAAT,52,,,A,Antwerpen,2018,Volledig pand,woning,2025/07/14 00:00:00+00,opname,40.555991259738,65.5451944020255","Auwersstraat 66, 2600 Antwerpen","Anselmostraat 52, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Anselmostraat 52, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20662959007828,4.403768292022725,152446.78,210741.26,1.727,1-2 km,
47.5,C,39.6,58.1,31.5,60.8,69.1,1,0,2.6,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Lange Scholiersstraat 114, 2060 Antwerpen",LANGE SCHOLIERSSTRAAT,114,,,A,Antwerpen,2060,,0,1,1,75846,37337,volledig pand,woning,woning:1,opname,opname:1,2023/12/01 00:00:00+00,2023/12/01 00:00:00+00,2023/12/01 00:00:00+00,31.1034072282425,48.008261039367,,"75846,37337,LANGE SCHOLIERSSTRAAT,114,,,A,Antwerpen,2060,volledig pand,woning,2023/12/01 00:00:00+00,opname,31.1034072282425,48.008261039367","Auwersstraat 66, 2600 Antwerpen","Lange Scholiersstraat 114, 2060 Antwerpen",volledig_huisnummer,gevonden,hoog,"Lange Scholiersstraat 114, 2060 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.22474920550476,4.430637680048799,154322.89,212758.39,2.779,2-5 km,
47.4,C,30.8,61.5,31.5,72.0,78.9,1,0,2.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Dijlestraat 32, 2060 Antwerpen",DIJLESTRAAT,32,,,A,Antwerpen,2060,,0,1,1,75318,36692,volledig pand,woning,woning:1,opname,opname:1,2023/08/23 00:00:00+00,2023/08/23 00:00:00+00,2023/08/23 00:00:00+00,51.3524673030609,98.9020694377949,,"75318,36692,DIJLESTRAAT,32,,,A,Antwerpen,2060,volledig pand,woning,2023/08/23 00:00:00+00,opname,51.3524673030609,98.9020694377949","Auwersstraat 66, 2600 Antwerpen","Dijlestraat 32, 2060 Antwerpen",volledig_huisnummer,gevonden,hoog,"Dijlestraat 32, 2060 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.23151306196057,4.430764298695742,154331.1,213510.91,3.529,2-5 km,
47.3,C,9.6,79.4,31.5,86.9,91.2,1,0,4.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Baron Sadoinestraat 14, 2660 Hoboken",BARON SADOINESTRAAT,14,,,H,Hoboken,2660,,0,1,1,75055,34237,volledig pand,woning,woning:1,opname,opname:1,2021/10/12 00:00:00+00,2021/10/12 00:00:00+00,2021/10/12 00:00:00+00,96.3290161224056,258.581098155248,,"75055,34237,BARON SADOINESTRAAT,14,,,H,Hoboken,2660,volledig pand,woning,2021/10/12 00:00:00+00,opname,96.3290161224056,258.581098155248","Auwersstraat 66, 2600 Antwerpen","Baron Sadoinestraat 14, 2660 Antwerpen",volledig_huisnummer,gevonden,hoog,"Baron Sadoinestraat 14, 2660 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.17186093121335,4.33617892115018,147721.53,206873.01,7.017,5-10 km,
47.2,C,21.9,53.3,31.5,100.0,98.4,1,0,2.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Boechoutsesteenweg 3, 2150 Borsbeek",BOECHOUTSESTEENWEG,3,,,K,Borsbeek,2150,,0,1,1,75206,40798,volledig pand,woning,woning:1,opname,opname:1,2024/04/09 00:00:00+00,2024/04/09 00:00:00+00,2024/04/09 00:00:00+00,138.178545309894,763.654266545295,,"75206,40798,BOECHOUTSESTEENWEG,3,,,K,Borsbeek,2150,volledig pand,woning,2024/04/09 00:00:00+00,opname,138.178545309894,763.654266545295","Auwersstraat 66, 2600 Antwerpen","Boechoutsesteenweg 3, 2150 Antwerpen",volledig_huisnummer,gevonden,hoog,"Boechoutsesteenweg 3, 2150 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.18800051441798,4.488354724783053,158361.59,208674.92,4.553,2-5 km,
47.1,C,48.3,40.5,31.5,66.1,72.6,1,0,1.4,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Bervoetstraat 8, 2000 Antwerpen",BERVOETSTRAAT,8,,,A,Antwerpen,2000,,0,1,1,75350,38087,gelijkvloers,woning,woning:1,opname,opname:1,2025/01/23 00:00:00+00,2025/01/23 00:00:00+00,2025/01/23 00:00:00+00,37.1174640370866,67.4725441491362,,"75350,38087,BERVOETSTRAAT,8,,,A,Antwerpen,2000,gelijkvloers,woning,2025/01/23 00:00:00+00,opname,37.1174640370866,67.4725441491362","Auwersstraat 66, 2600 Antwerpen","Bervoetstraat 8, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Bervoetstraat 8, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21204948119452,4.401447976923779,152284.35,211344.17,2.185,2-5 km,
47.0,C,50.9,36.1,31.5,67.1,72.3,1,0,1.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Bolwerkstraat 3, 2018 Antwerpen",BOLWERKSTRAAT,3,,,A,Antwerpen,2018,,0,1,1,74890,43408,volledig pand,woning,woning:1,opname,opname:1,2025/04/16 00:00:00+00,2025/04/16 00:00:00+00,2025/04/16 00:00:00+00,36.5833846918852,72.3489638419581,,"74890,43408,BOLWERKSTRAAT,3,,,A,Antwerpen,2018,volledig pand,woning,2025/04/16 00:00:00+00,opname,36.5833846918852,72.3489638419581","Auwersstraat 66, 2600 Antwerpen","Bolwerkstraat 3, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Bolwerkstraat 3, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20740746464501,4.399607217113557,152155.94,210827.67,2.027,2-5 km,
47.0,C,27.8,63.4,31.5,72.9,79.1,1,0,3.0,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Clara Snellingsstraat 63, 2100 Deurne",CLARA SNELLINGSSTRAAT,63,,,D,Deurne,2100,,0,1,1,75706,36632,volledig pand,woning,woning:1,opname,opname:1,2023/06/22 00:00:00+00,2023/06/22 00:00:00+00,2023/06/22 00:00:00+00,52.043358245796,105.097999310617,,"75706,36632,CLARA SNELLINGSSTRAAT,63,,,D,Deurne,2100,volledig pand,woning,2023/06/22 00:00:00+00,opname,52.043358245796,105.097999310617","Auwersstraat 66, 2600 Antwerpen","Clara Snellingsstraat 63, 2100 Antwerpen",volledig_huisnummer,gevonden,hoog,"Clara Snellingsstraat 63, 2100 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.224985207436575,4.463953089384028,156650.25,212787.13,3.844,2-5 km,
47.0,C,20.0,70.2,31.5,78.5,83.4,1,0,3.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Bredabaan 344, 2170 Merksem",BREDABAAN,344,,,M,Merksem,2170,,0,1,1,75801,35786,volledig pand,gebouw,gebouw:1,opname,opname:1,2022/10/27 00:00:00+00,2022/10/27 00:00:00+00,2022/10/27 00:00:00+00,64.5485629619664,150.846347817873,,"75801,35786,BREDABAAN,344,,,M,Merksem,2170,volledig pand,gebouw,2022/10/27 00:00:00+00,opname,64.5485629619664,150.846347817873","Auwersstraat 66, 2600 Antwerpen","Bredabaan 344, 2170 Antwerpen",volledig_huisnummer,gevonden,hoog,"Bredabaan 344, 2170 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.24243290038819,4.4400716024525435,154980.03,214726.39,4.829,2-5 km,
47.0,C,11.6,52.7,50.0,100.0,97.1,2,0,2.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Kapelstraat 180, 2660 Hoboken",KAPELSTRAAT,180,,,H,Hoboken,2660,,0,2,2,75199 | 75200,38988 | 38989,woning 1 | woning 2,woning,woning:2,opname,opname:2,2024/04/26 00:00:00+00,2024/04/26 00:00:00+00,2024/04/26 00:00:00+00,129.248868150559,759.803384262546,OBJECTID | pnd_id | reg_entiteit,"75199,38988,KAPELSTRAAT,180,,,H,Hoboken,2660,woning 1,woning,2024/04/26 00:00:00+00,opname,129.248868150559,759.803384262546 | 75200,38989,KAPELSTRAAT,180,,,H,Hoboken,2660,woning 2,woning,2024/04/26 00:00:00+00,opname,129.248868150559,759.803384262546","Auwersstraat 66, 2600 Antwerpen","Kapelstraat 180, 2660 Antwerpen",volledig_huisnummer,gevonden,hoog,"Kapelstraat 180, 2660 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.17417660616187,4.34308459167092,148204.59,207130.45,6.470,5-10 km,
