adres,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,samengevoegde_regels,unieke_pnd_ids_count,objectids,pnd_ids,reg_entiteiten,reg_aarden,reg_aard_telling,reg_statussen,reg_status_telling,eerste_opnamedatum,laatste_opnamedatum,alle_opnamedata,shape_lengths,shape_areas,verschillende_velden,bronregels_volledig
"Hoveniersstraat 19, 2018 Antwerpen",HOVENIERSSTRAAT,19,,,A,Antwerpen,2018,2,2,75224 | 75225,32463 | 32464,gelijkvloers | 7de verdieping BU/A,gebouw,gebouw:2,opname,opname:2,2020/09/02 00:00:00+00,2020/09/03 00:00:00+00,2020/09/02 00:00:00+00 | 2020/09/03 00:00:00+00,73.9146714000383,200.801894522146,OBJECTID | pnd_id | reg_entiteit | reg_opnamedatum,"75224,32463,HOVENIERSSTRAAT,19,,,A,Antwerpen,2018,gelijkvloers,gebouw,2020/09/02 00:00:00+00,opname,73.9146714000383,200.801894522146 | 75225,32464,HOVENIERSSTRAAT,19,,,A,Antwerpen,2018,7de verdieping BU/A,gebouw,2020/09/03 00:00:00+00,opname,73.9146714000383,200.801894522146"
"Hoveniersstraat 46-48, 2018 Antwerpen",HOVENIERSSTRAAT,46,48,,A,Antwerpen,2018,3,3,75472 | 75473 | 75474,32586 | 32647 | 32648,gelijkvloers links | gelijkvloers rechts | 3e verdieping,gebouw,gebouw:3,opname,opname:3,2020/10/20 00:00:00+00,2021/10/07 00:00:00+00,2021/10/07 00:00:00+00 | 2020/10/20 00:00:00+00,69.1724224055391,270.001804379568,OBJECTID | pnd_id | reg_entiteit | reg_opnamedatum,"75472,32586,HOVENIERSSTRAAT,46,48,,A,Antwerpen,2018,gelijkvloers links,gebouw,2021/10/07 00:00:00+00,opname,69.1724224055391,270.001804379568 | 75473,32647,HOVENIERSSTRAAT,46,48,,A,Antwerpen,2018,gelijkvloers rechts,gebouw,2021/10/07 00:00:00+00,opname,69.1724224055391,270.001804379568 | 75474,32648,HOVENIERSSTRAAT,46,48,,A,Antwerpen,2018,3e verdieping,gebouw,2020/10/20 00:00:00+00,opname,69.1724224055391,270.001804379568"
"Isabella Brantstraat 48, 2018 Antwerpen",ISABELLA BRANTSTRAAT,48,,,A,Antwerpen,2018,1,1,75326,23494,nvt,woning,woning:1,opname,opname:1,2015/07/14 00:00:00+00,2015/07/14 00:00:00+00,2015/07/14 00:00:00+00,68.2960092440642,158.065821240689,,"75326,23494,ISABELLA BRANTSTRAAT,48,,,A,Antwerpen,2018,nvt,woning,2015/07/14 00:00:00+00,opname,68.2960092440642,158.065821240689"
"Isabellalei 106, 2018 Antwerpen",ISABELLALEI,106,,,A,Antwerpen,2018,1,1,75124,36756,volledig pand/voorbouw,woning,woning:1,opname,opname:1,2023/10/13 00:00:00+00,2023/10/13 00:00:00+00,2023/10/13 00:00:00+00,100.665095422892,269.078628767425,,"75124,36756,ISABELLALEI,106,,,A,Antwerpen,2018,volledig pand/voorbouw,woning,2023/10/13 00:00:00+00,opname,100.665095422892,269.078628767425"
"Isabellalei 115, 2018 Antwerpen",ISABELLALEI,115,,,A,Antwerpen,2018,1,1,75741,34420,glv + achter 1/2/3 verdiep,gebouw,gebouw:1,opname,opname:1,2021/12/02 00:00:00+00,2021/12/02 00:00:00+00,2021/12/02 00:00:00+00,118.689411363926,401.98420644905,,"75741,34420,ISABELLALEI,115,,,A,Antwerpen,2018,glv + achter 1/2/3 verdiep,gebouw,2021/12/02 00:00:00+00,opname,118.689411363926,401.98420644905"
"Isabellalei 145 bus 301, 2018 Antwerpen",ISABELLALEI,145,,301,A,Antwerpen,2018,1,1,75772,38563,Appartement 3,woning,woning:1,opname,opname:1,2025/01/16 00:00:00+00,2025/01/16 00:00:00+00,2025/01/16 00:00:00+00,65.3756603165014,163.652238893659,,"75772,38563,ISABELLALEI,145,,301,A,Antwerpen,2018,Appartement 3,woning,2025/01/16 00:00:00+00,opname,65.3756603165014,163.652238893659"
"Jan Van Rijswijcklaan 152, 2018 Antwerpen",JAN VAN RIJSWIJCKLAAN,152,,,A,Antwerpen,2018,1,1,75489,37357,volledig pand,woning,woning:1,opname,opname:1,2023/12/15 00:00:00+00,2023/12/15 00:00:00+00,2023/12/15 00:00:00+00,86.2726959303232,237.002221757488,,"75489,37357,JAN VAN RIJSWIJCKLAAN,152,,,A,Antwerpen,2018,volledig pand,woning,2023/12/15 00:00:00+00,opname,86.2726959303232,237.002221757488"
"Jan Van Rijswijcklaan 17, 2018 Antwerpen",JAN VAN RIJSWIJCKLAAN,17,,,A,Antwerpen,2018,1,1,75433,51194,volledig pand,woning,woning:1,opname,opname:1,2025/12/02 00:00:00+00,2025/12/02 00:00:00+00,2025/12/02 00:00:00+00,100.161225790125,432.684543911179,,"75433,51194,JAN VAN RIJSWIJCKLAAN,17,,,A,Antwerpen,2018,volledig pand,woning,2025/12/02 00:00:00+00,opname,100.161225790125,432.684543911179"
"Jan Van Rijswijcklaan 31, 2018 Antwerpen",JAN VAN RIJSWIJCKLAAN,31,,,A,Antwerpen,2018,1,1,75863,39993,5de verdieping,woning,woning:1,opname,opname:1,2024/08/08 00:00:00+00,2024/08/08 00:00:00+00,2024/08/08 00:00:00+00,78.7453972457917,268.9320885378,,"75863,39993,JAN VAN RIJSWIJCKLAAN,31,,,A,Antwerpen,2018,5de verdieping,woning,2024/08/08 00:00:00+00,opname,78.7453972457917,268.9320885378"
"Jozef De Bomstraat 25, 2018 Antwerpen",JOZEF DE BOMSTRAAT,25,,,A,Antwerpen,2018,1,1,75698,33417,volledig pand,woning,woning:1,opname,opname:1,2021/05/04 00:00:00+00,2021/05/04 00:00:00+00,2021/05/04 00:00:00+00,42.0247224616798,80.1556330795619,,"75698,33417,JOZEF DE BOMSTRAAT,25,,,A,Antwerpen,2018,volledig pand,woning,2021/05/04 00:00:00+00,opname,42.0247224616798,80.1556330795619"
"Jozef De Bomstraat 27, 2018 Antwerpen",JOZEF DE BOMSTRAAT,27,,,A,Antwerpen,2018,1,1,75879,33413,volledig pand,woning,woning:1,opname,opname:1,2021/05/03 00:00:00+00,2021/05/03 00:00:00+00,2021/05/03 00:00:00+00,43.0804441147011,85.1768582241294,,"75879,33413,JOZEF DE BOMSTRAAT,27,,,A,Antwerpen,2018,volledig pand,woning,2021/05/03 00:00:00+00,opname,43.0804441147011,85.1768582241294"
"Justitiestraat 59-20, 2018 Antwerpen",JUSTITIESTRAAT,59,20,,A,Antwerpen,2018,1,1,75322,40160,A6/C,woning,woning:1,opname,opname:1,2024/09/11 00:00:00+00,2024/09/11 00:00:00+00,2024/09/11 00:00:00+00,76.3261903532217,327.984308010814,,"75322,40160,JUSTITIESTRAAT,59,20,,A,Antwerpen,2018,A6/C,woning,2024/09/11 00:00:00+00,opname,76.3261903532217,327.984308010814"
"Justitiestraat 63, 2018 Antwerpen",JUSTITIESTRAAT,63,,,A,Antwerpen,2018,1,1,75739,39202,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2024/06/03 00:00:00+00,2024/06/03 00:00:00+00,2024/06/03 00:00:00+00,41.9552871646827,77.1221211883252,,"75739,39202,JUSTITIESTRAAT,63,,,A,Antwerpen,2018,gelijkvloers,gebouw,2024/06/03 00:00:00+00,opname,41.9552871646827,77.1221211883252"
"Justitiestraat 85-87, 2018 Antwerpen",JUSTITIESTRAAT,85,87,,A,Antwerpen,2018,1,1,75349,29909,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2019/02/28 00:00:00+00,2019/02/28 00:00:00+00,2019/02/28 00:00:00+00,51.5842727127165,136.850305379638,,"75349,29909,JUSTITIESTRAAT,85,87,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2019/02/28 00:00:00+00,opname,51.5842727127165,136.850305379638"
"Kielsevest 26, 2018 Antwerpen",KIELSEVEST,26,,,A,Antwerpen,2018,1,1,75173,36707,volledig pand,woning,woning:1,opname,opname:1,2023/07/20 00:00:00+00,2023/07/20 00:00:00+00,2023/07/20 00:00:00+00,51.8672175634273,105.229308838355,,"75173,36707,KIELSEVEST,26,,,A,Antwerpen,2018,volledig pand,woning,2023/07/20 00:00:00+00,opname,51.8672175634273,105.229308838355"
"Korte Leemstraat 35, 2018 Antwerpen",KORTE LEEMSTRAAT,35,,,A,Antwerpen,2018,1,1,75715,35624,volledig pand,woning,woning:1,opname,opname:1,2022/08/03 00:00:00+00,2022/08/03 00:00:00+00,2022/08/03 00:00:00+00,66.0711761568021,138.302764479611,,"75715,35624,KORTE LEEMSTRAAT,35,,,A,Antwerpen,2018,volledig pand,woning,2022/08/03 00:00:00+00,opname,66.0711761568021,138.302764479611"
"Lamorinièrestraat 149, 2018 Antwerpen",LAMORINIÈRESTRAAT,149,,,A,Antwerpen,2018,1,1,74937,37453,volledig pand,woning,woning:1,opname,opname:1,2023/12/01 00:00:00+00,2023/12/01 00:00:00+00,2023/12/01 00:00:00+00,246.498648970448,1957.69039337754,,"74937,37453,LAMORINIÈRESTRAAT,149,,,A,Antwerpen,2018,volledig pand,woning,2023/12/01 00:00:00+00,opname,246.498648970448,1957.69039337754"
"Lamorinièrestraat 20, 2018 Antwerpen",LAMORINIÈRESTRAAT,20,,,A,Antwerpen,2018,1,1,75368,29828,gelijkvloers,woning,woning:1,opname,opname:1,2019/02/06 00:00:00+00,2019/02/06 00:00:00+00,2019/02/06 00:00:00+00,111.966007301997,311.49197532387,,"75368,29828,LAMORINIÈRESTRAAT,20,,,A,Antwerpen,2018,gelijkvloers,woning,2019/02/06 00:00:00+00,opname,111.966007301997,311.49197532387"
"Lange Altaarstraat 31, 2018 Antwerpen",LANGE ALTAARSTRAAT,31,,,A,Antwerpen,2018,1,1,75097,28426,2de en 3de verdiep,woning,woning:1,opname,opname:1,2018/03/16 00:00:00+00,2018/03/16 00:00:00+00,2018/03/16 00:00:00+00,44.745934108946,83.1967092324043,,"75097,28426,LANGE ALTAARSTRAAT,31,,,A,Antwerpen,2018,2de en 3de verdiep,woning,2018/03/16 00:00:00+00,opname,44.745934108946,83.1967092324043"
"Lange Elzenstraat 70, 2018 Antwerpen",LANGE ELZENSTRAAT,70,,,A,Antwerpen,2018,1,1,75192,27314,woning,woning,woning:1,opname,opname:1,2019/02/08 00:00:00+00,2019/02/08 00:00:00+00,2019/02/08 00:00:00+00,48.489933021313,109.720533429456,,"75192,27314,LANGE ELZENSTRAAT,70,,,A,Antwerpen,2018,woning,woning,2019/02/08 00:00:00+00,opname,48.489933021313,109.720533429456"
"Lange Elzenstraat 85 bus 401, 2018 Antwerpen",LANGE ELZENSTRAAT,85,,401,A,Antwerpen,2018,1,1,75803,30892,4e verdieping,woning,woning:1,opname,opname:1,2025/02/19 00:00:00+00,2025/02/19 00:00:00+00,2025/02/19 00:00:00+00,102.309159544118,381.021561683556,,"75803,30892,LANGE ELZENSTRAAT,85,,401,A,Antwerpen,2018,4e verdieping,woning,2025/02/19 00:00:00+00,opname,102.309159544118,381.021561683556"
"Lange Herentalsestraat 16, 2018 Antwerpen",LANGE HERENTALSESTRAAT,16,,,A,Antwerpen,2018,1,1,75257,30098,gebouw,gebouw,gebouw:1,opname,opname:1,2019/04/09 00:00:00+00,2019/04/09 00:00:00+00,2019/04/09 00:00:00+00,63.6304356396733,145.302043977806,,"75257,30098,LANGE HERENTALSESTRAAT,16,,,A,Antwerpen,2018,gebouw,gebouw,2019/04/09 00:00:00+00,opname,63.6304356396733,145.302043977806"
"Lange Kievitstraat 36-38, 2018 Antwerpen",LANGE KIEVITSTRAAT,36,38,,A,Antwerpen,2018,2,2,74954 | 74955,30814 | 30815,handelsgelijkvloers links | handelsgelijkvloers rechts,gebouw,gebouw:2,aanvraagschrapping,aanvraagschrapping:2,2019/08/01 00:00:00+00,2019/08/01 00:00:00+00,2019/08/01 00:00:00+00,63.3951094604038,192.423766468376,OBJECTID | pnd_id | reg_entiteit,"74954,30814,LANGE KIEVITSTRAAT,36,38,,A,Antwerpen,2018,handelsgelijkvloers links,gebouw,2019/08/01 00:00:00+00,aanvraagschrapping,63.3951094604038,192.423766468376 | 74955,30815,LANGE KIEVITSTRAAT,36,38,,A,Antwerpen,2018,handelsgelijkvloers rechts,gebouw,2019/08/01 00:00:00+00,aanvraagschrapping,63.3951094604038,192.423766468376"
"Lange Kievitstraat 4, 2018 Antwerpen",LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,6,6,75146 | 75147 | 75148 | 75149 | 75150 | 75151,23312 | 23313 | 23314 | 23315 | 23316 | 23317,Appartement 1 | Appartement 2 | Appartement 3 | Appartement 4 | Appartement 5 | Appartement 6,woning,woning:6,opname,opname:6,2015/06/12 00:00:00+00,2015/06/12 00:00:00+00,2015/06/12 00:00:00+00,70.4747088924331,192.710318494827,OBJECTID | pnd_id | reg_entiteit,"75146,23312,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 1,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827 | 75147,23313,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 2,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827 | 75148,23314,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 3,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827 | 75149,23315,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 4,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827 | 75150,23316,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 5,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827 | 75151,23317,LANGE KIEVITSTRAAT,4,,,A,Antwerpen,2018,Appartement 6,woning,2015/06/12 00:00:00+00,opname,70.4747088924331,192.710318494827"
"Lange Kievitstraat 54, 2018 Antwerpen",LANGE KIEVITSTRAAT,54,,,A,Antwerpen,2018,1,1,75655,33402,handelshuis,gebouw,gebouw:1,opname,opname:1,2021/04/26 00:00:00+00,2021/04/26 00:00:00+00,2021/04/26 00:00:00+00,102.922096524251,281.507273915748,,"75655,33402,LANGE KIEVITSTRAAT,54,,,A,Antwerpen,2018,handelshuis,gebouw,2021/04/26 00:00:00+00,opname,102.922096524251,281.507273915748"
"Lange Kievitstraat 69, 2018 Antwerpen",LANGE KIEVITSTRAAT,69,,,A,Antwerpen,2018,1,1,75358,19917,Handelsgelijkvloers,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2018/09/14 00:00:00+00,2018/09/14 00:00:00+00,2018/09/14 00:00:00+00,37.1231281568309,67.6765637359289,,"75358,19917,LANGE KIEVITSTRAAT,69,,,A,Antwerpen,2018,Handelsgelijkvloers,gebouw,2018/09/14 00:00:00+00,aanvraagschrapping,37.1231281568309,67.6765637359289"
"Lange Kievitstraat 77, 2018 Antwerpen",LANGE KIEVITSTRAAT,77,,,A,Antwerpen,2018,1,1,75402,19945,Handelsgelijkvloers,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2013/05/08 00:00:00+00,2013/05/08 00:00:00+00,2013/05/08 00:00:00+00,48.8346194658741,79.3824737221822,,"75402,19945,LANGE KIEVITSTRAAT,77,,,A,Antwerpen,2018,Handelsgelijkvloers,gebouw,2013/05/08 00:00:00+00,aanvraagschrapping,48.8346194658741,79.3824737221822"
"Lange Kievitstraat 81, 2018 Antwerpen",LANGE KIEVITSTRAAT,81,,,A,Antwerpen,2018,1,1,75098,19920,Handelsgelijkvloers,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2018/09/14 00:00:00+00,2018/09/14 00:00:00+00,2018/09/14 00:00:00+00,63.7564571351629,146.720034254819,,"75098,19920,LANGE KIEVITSTRAAT,81,,,A,Antwerpen,2018,Handelsgelijkvloers,gebouw,2018/09/14 00:00:00+00,aanvraagschrapping,63.7564571351629,146.720034254819"
"Lange Leemstraat 150, 2018 Antwerpen",LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,5,5,75261 | 75262 | 75263 | 75264 | 75265,35627 | 35628 | 35629 | 35631 | 35632,gelijkvloers | 1ste verdieping | 2de verdieping | 3de verdieping | 4de verdieping,woning,woning:5,opname,opname:5,2022/08/03 00:00:00+00,2022/08/03 00:00:00+00,2022/08/03 00:00:00+00,67.0836873425359,155.608958551264,OBJECTID | pnd_id | reg_entiteit,"75261,35627,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,gelijkvloers,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264 | 75262,35628,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,1ste verdieping,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264 | 75263,35629,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,2de verdieping,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264 | 75264,35631,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,3de verdieping,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264 | 75265,35632,LANGE LEEMSTRAAT,150,,,A,Antwerpen,2018,4de verdieping,woning,2022/08/03 00:00:00+00,opname,67.0836873425359,155.608958551264"
"Lange Leemstraat 164, 2018 Antwerpen",LANGE LEEMSTRAAT,164,,,A,Antwerpen,2018,1,1,75000,30696,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2019/07/16 00:00:00+00,2019/07/16 00:00:00+00,2019/07/16 00:00:00+00,88.0783458086423,210.758960936106,,"75000,30696,LANGE LEEMSTRAAT,164,,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2019/07/16 00:00:00+00,opname,88.0783458086423,210.758960936106"
"Lange Leemstraat 17, 2018 Antwerpen",LANGE LEEMSTRAAT,17,,,A,Antwerpen,2018,4,4,75116 | 75117 | 75118 | 75119,28842 | 29126 | 29127 | 29128,handelsgelijkvloers | 1ste verdieping | 2de verdieping | 3de verdieping,gebouw | woning,woning:3 | gebouw:1,opname,opname:4,2018/08/29 00:00:00+00,2018/08/29 00:00:00+00,2018/08/29 00:00:00+00,89.8313624130894,186.920847788177,OBJECTID | pnd_id | reg_entiteit | reg_aard,"75116,28842,LANGE LEEMSTRAAT,17,,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2018/08/29 00:00:00+00,opname,89.8313624130894,186.920847788177 | 75117,29126,LANGE LEEMSTRAAT,17,,,A,Antwerpen,2018,1ste verdieping,woning,2018/08/29 00:00:00+00,opname,89.8313624130894,186.920847788177 | 75118,29127,LANGE LEEMSTRAAT,17,,,A,Antwerpen,2018,2de verdieping,woning,2018/08/29 00:00:00+00,opname,89.8313624130894,186.920847788177 | 75119,29128,LANGE LEEMSTRAAT,17,,,A,Antwerpen,2018,3de verdieping,woning,2018/08/29 00:00:00+00,opname,89.8313624130894,186.920847788177"
"Lange Leemstraat 80, 2018 Antwerpen",LANGE LEEMSTRAAT,80,,,A,Antwerpen,2018,1,1,74915,26893,Handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2017/01/30 00:00:00+00,2017/01/30 00:00:00+00,2017/01/30 00:00:00+00,34.3166218600731,70.5122774562727,,"74915,26893,LANGE LEEMSTRAAT,80,,,A,Antwerpen,2018,Handelsgelijkvloers,gebouw,2017/01/30 00:00:00+00,opname,34.3166218600731,70.5122774562727"
"Lange Lozanastraat 40, 2018 Antwerpen",LANGE LOZANASTRAAT,40,,,A,Antwerpen,2018,6,6,75307 | 75308 | 75309 | 75310 | 75311 | 75312,38544 | 38545 | 38547 | 40955 | 40956 | 40957,1e verdieping links | 2e verdieping links | 3e verdieping rechts | 3e verdieping links | 1e verdieping rechts | 4e verdieping,woning,woning:6,opname,opname:6,2025/02/10 00:00:00+00,2025/02/10 00:00:00+00,2025/02/10 00:00:00+00,38.8615301694325,93.2242008082487,OBJECTID | pnd_id | reg_entiteit,"75307,38544,LANGE LOZANASTRAAT,40,,,A,Antwerpen,2018,1e verdieping links,woning,2025/02/10 00:00:00+00,opname,38.8615301694325,93.2242008082487 | 75308,38545,LANGE LOZANASTRAAT,40,,,A,Antwerpen,2018,2e verdieping links,woning,2025/02/10 00:00:00+00,opname,38.8615301694325,93.2242008082487 | 75309,38547,LANGE LOZANASTRAAT,40,,,A,Antwerpen,2018,3e verdieping rechts,woning,2025/02/10 00:00:00+00,opname,38.8615301694325,93.2242008082487 | 75310,40955,LANGE LOZANASTRAAT,40,,,A,Antwerpen,2018,3e verdieping links,woning,2025/02/10 00:00:00+00,opname,38.8615301694325,93.2242008082487 | 75311,40956,LANGE LOZANASTRAAT,40,,,A,Antwerpen,2018,1e verdieping rechts,woning,2025/02/10 00:00:00+00,opname,38.8615301694325,93.2242008082487 | 75312,40957,LANGE LOZANASTRAAT,40,,,A,Antwerpen,2018,4e verdieping,woning,2025/02/10 00:00:00+00,opname,38.8615301694325,93.2242008082487"
"Maria-Theresialei 7 bus 501, 2018 Antwerpen",MARIA-THERESIALEI,7,,501,A,Antwerpen,2018,1,1,75078,22616,5e verdieping 5.1,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2023/10/27 00:00:00+00,2023/10/27 00:00:00+00,2023/10/27 00:00:00+00,97.214580540069,466.126586772776,,"75078,22616,MARIA-THERESIALEI,7,,501,A,Antwerpen,2018,5e verdieping 5.1,woning,2023/10/27 00:00:00+00,aanvraagschrapping,97.214580540069,466.126586772776"
"Maria-Theresialei 9, 2018 Antwerpen",MARIA-THERESIALEI,9,,,A,Antwerpen,2018,1,1,75413,39641,gelijkvloers,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2024/07/15 00:00:00+00,2024/07/15 00:00:00+00,2024/07/15 00:00:00+00,80.1297577800941,301.326739739314,,"75413,39641,MARIA-THERESIALEI,9,,,A,Antwerpen,2018,gelijkvloers,gebouw,2024/07/15 00:00:00+00,aanvraagschrapping,80.1297577800941,301.326739739314"
"Markgravelei 112, 2018 Antwerpen",MARKGRAVELEI,112,,,A,Antwerpen,2018,1,1,75861,46366,volledig pand,woning,woning:1,opname,opname:1,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,40.7062103795609,86.2266084007379,,"75861,46366,MARKGRAVELEI,112,,,A,Antwerpen,2018,volledig pand,woning,2025/07/22 00:00:00+00,opname,40.7062103795609,86.2266084007379"
"Markgravelei 129, 2018 Antwerpen",MARKGRAVELEI,129,,,A,Antwerpen,2018,1,1,75243,30239,ééngezinswoning,woning,woning:1,opname,opname:1,2019/05/03 00:00:00+00,2019/05/03 00:00:00+00,2019/05/03 00:00:00+00,66.2383017737258,164.625577813934,,"75243,30239,MARKGRAVELEI,129,,,A,Antwerpen,2018,ééngezinswoning,woning,2019/05/03 00:00:00+00,opname,66.2383017737258,164.625577813934"
"Mechelsesteenweg 106, 2018 Antwerpen",MECHELSESTEENWEG,106,,,A,Antwerpen,2018,1,1,75389,32653,volledig pand,gebouw,gebouw:1,opname,opname:1,2020/10/12 00:00:00+00,2020/10/12 00:00:00+00,2020/10/12 00:00:00+00,96.03902226067,252.173162977974,,"75389,32653,MECHELSESTEENWEG,106,,,A,Antwerpen,2018,volledig pand,gebouw,2020/10/12 00:00:00+00,opname,96.03902226067,252.173162977974"
"Mechelsesteenweg 13, 2018 Antwerpen",MECHELSESTEENWEG,13,,,A,Antwerpen,2018,1,1,75293,46220,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2025/06/12 00:00:00+00,2025/06/12 00:00:00+00,2025/06/12 00:00:00+00,98.002192921782,253.548221371054,,"75293,46220,MECHELSESTEENWEG,13,,,A,Antwerpen,2018,gelijkvloers,gebouw,2025/06/12 00:00:00+00,opname,98.002192921782,253.548221371054"
"Mechelsesteenweg 165, 2018 Antwerpen",MECHELSESTEENWEG,165,,,A,Antwerpen,2018,1,1,75357,30254,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2019/05/07 00:00:00+00,2019/05/07 00:00:00+00,2019/05/07 00:00:00+00,82.7073168341632,246.517617727275,,"75357,30254,MECHELSESTEENWEG,165,,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2019/05/07 00:00:00+00,opname,82.7073168341632,246.517617727275"
"Miraeusstraat 15, 2018 Antwerpen",MIRAEUSSTRAAT,15,,,A,Antwerpen,2018,1,1,75152,37930,volledig pand,woning,woning:1,opname,opname:1,2024/01/17 00:00:00+00,2024/01/17 00:00:00+00,2024/01/17 00:00:00+00,70.8321457306823,142.51981936635,,"75152,37930,MIRAEUSSTRAAT,15,,,A,Antwerpen,2018,volledig pand,woning,2024/01/17 00:00:00+00,opname,70.8321457306823,142.51981936635"
"Montignystraat 143, 2018 Antwerpen",MONTIGNYSTRAAT,143,,,A,Antwerpen,2018,1,1,75287,35302,volledig pand,woning,woning:1,opname,opname:1,2022/05/18 00:00:00+00,2022/05/18 00:00:00+00,2022/05/18 00:00:00+00,45.156331732725,89.1041457936248,,"75287,35302,MONTIGNYSTRAAT,143,,,A,Antwerpen,2018,volledig pand,woning,2022/05/18 00:00:00+00,opname,45.156331732725,89.1041457936248"
"Ommeganckstraat 2, 2018 Antwerpen",OMMEGANCKSTRAAT,2,,,A,Antwerpen,2018,3,3,74952 | 75848 | 75849,29610 | 30303 | 30304,handelshuis | gelijkvloers gebouw | woning,gebouw | woning,gebouw:2 | woning:1,opname,opname:3,2018/11/28 00:00:00+00,2019/05/13 00:00:00+00,2018/11/28 00:00:00+00 | 2019/05/13 00:00:00+00,42.3110136979769 | 40.1178421551973,64.5780894203873 | 63.6946969255845,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum | SHAPE_Length | SHAPE_Area,"74952,29610,OMMEGANCKSTRAAT,2,,,A,Antwerpen,2018,handelshuis,gebouw,2018/11/28 00:00:00+00,opname,42.3110136979769,64.5780894203873 | 75848,30303,OMMEGANCKSTRAAT,2,,,A,Antwerpen,2018,gelijkvloers gebouw,gebouw,2019/05/13 00:00:00+00,opname,40.1178421551973,63.6946969255845 | 75849,30304,OMMEGANCKSTRAAT,2,,,A,Antwerpen,2018,woning,woning,2019/05/13 00:00:00+00,opname,40.1178421551973,63.6946969255845"
"Ommeganckstraat 4, 2018 Antwerpen",OMMEGANCKSTRAAT,4,,,A,Antwerpen,2018,1,1,75397,30308,gelijkvloers gebouw,gebouw,gebouw:1,opname,opname:1,2019/05/13 00:00:00+00,2019/05/13 00:00:00+00,2019/05/13 00:00:00+00,46.0358294128272,93.7543517558957,,"75397,30308,OMMEGANCKSTRAAT,4,,,A,Antwerpen,2018,gelijkvloers gebouw,gebouw,2019/05/13 00:00:00+00,opname,46.0358294128272,93.7543517558957"
"Oudekerkstraat 18, 2018 Antwerpen",OUDEKERKSTRAAT,18,,,A,Antwerpen,2018,1,1,74967,29745,Gelijkvloers,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2019/01/25 00:00:00+00,2019/01/25 00:00:00+00,2019/01/25 00:00:00+00,77.1806812860445,240.534753281986,,"74967,29745,OUDEKERKSTRAAT,18,,,A,Antwerpen,2018,Gelijkvloers,woning,2019/01/25 00:00:00+00,aanvraagschrapping,77.1806812860445,240.534753281986"
"Paleisstraat 15, 2018 Antwerpen",PALEISSTRAAT,15,,,A,Antwerpen,2018,1,1,75065,29094,glv,gebouw,gebouw:1,opname,opname:1,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,53.3545682998906,111.1577358766,,"75065,29094,PALEISSTRAAT,15,,,A,Antwerpen,2018,glv,gebouw,2019/02/07 00:00:00+00,opname,53.3545682998906,111.1577358766"
